// Setup
SequentiallyOrderedLists = True
SequentiallyOrderedSentences = True
SequentiallyOrderedWords = True
SequentiallyOrderedPhonemes = True
PresetLevel = ListCollection

// Components
// LinguisticLevel	Id	ParentId	PrimaryStringRepresentation	IsPractiseComponent

ListCollection	Swedish Spondees 23		Swedish Spondees 23	False
Phoneme	L04S22W00P01	L04S22W00	l	False
Phoneme	L04S22W00P02	L04S22W00	oː	False
Phoneme	L04S22W00P03	L04S22W00	m	False
Phoneme	L04S22W00P04	L04S22W00	b	False
Phoneme	L04S22W00P05	L04S22W00	uː	False
Phoneme	L04S22W00P06	L04S22W00	k	False
Sentence	L04S23	L04	Sentence23	False
Word	L04S23W00	L04S23	Vänskap	False
Phoneme	L04S23W00P00	L04S23W00	v	False
Phoneme	L04S23W00P01	L04S23W00	ɛ̝	False
Phoneme	L04S23W00P02	L04S23W00	nː	False
Phoneme	L04S23W00P03	L04S23W00	s	False
Phoneme	L04S23W00P04	L04S23W00	k	False
Phoneme	L04S23W00P05	L04S23W00	ɑː	False
Phoneme	L04S23W00P06	L04S23W00	p	False
Sentence	L04S24	L04	Sentence24	False
Word	L04S24W00	L04S24	Blomkål	False
Phoneme	L04S24W00P00	L04S24W00	b	False
Phoneme	L04S24W00P01	L04S24W00	l	False
Phoneme	L04S24W00P02	L04S24W00	ʊ	False
Phoneme	L04S24W00P03	L04S24W00	mː	False
Phoneme	L04S24W00P04	L04S24W00	k	False
Phoneme	L04S24W00P05	L04S24W00	oː	False
Phoneme	L04S24W00P06	L04S24W00	l	False

List	L05	Swedish Spondees 23	Lista 6	False
Sentence	L05S00	L05	Sentence00	False
Word	L05S00W00	L05S00	Misstag	False
Phoneme	L05S00W00P00	L05S00W00	m	False
Phoneme	L05S00W00P01	L05S00W00	ɪ	False
Phoneme	L05S00W00P02	L05S00W00	sː	False
Phoneme	L05S00W00P03	L05S00W00	t	False
Phoneme	L05S00W00P04	L05S00W00	ɑː	False
Phoneme	L05S00W00P05	L05S00W00	ɡ	False
Sentence	L05S01	L05	Sentence01	False
Word	L05S01W00	L05S01	Istid	False
Phoneme	L05S01W00P00	L05S01W00	iː	False
Phoneme	L05S01W00P01	L05S01W00	s	False
Phoneme	L05S01W00P02	L05S01W00	t	False
Phoneme	L05S01W00P03	L05S01W00	iː	False
Phoneme	L05S01W00P04	L05S01W00	d	False
Sentence	L05S02	L05	Sentence02	False
Word	L05S02W00	L05S02	Märkbart	False
Phoneme	L05S02W00P00	L05S02W00	m	False
Phoneme	L05S02W00P01	L05S02W00	ɛ̝	False
Phoneme	L05S02W00P02	L05S02W00	rː	False
Phoneme	L05S02W00P03	L05S02W00	k	False
Phoneme	L05S02W00P04	L05S02W00	b	False
Phoneme	L05S02W00P05	L05S02W00	ɑː	False
Phoneme	L05S02W00P06	L05S02W00	ʈ	False
Sentence	L05S03	L05	Sentence03	False
Word	L05S03W00	L05S03	Verksam	False
Phoneme	L05S03W00P00	L05S03W00	v	False
Phoneme	L05S03W00P01	L05S03W00	ɛ̝	False
Phoneme	L05S03W00P02	L05S03W00	rː	False
Phoneme	L05S03W00P03	L05S03W00	k	False
Phoneme	L05S03W00P04	L05S03W00	s	False
Phoneme	L05S03W00P05	L05S03W00	a	False
Phoneme	L05S03W00P06	L05S03W00	mː	False
Sentence	L05S04	L05	Sentence04	False
Word	L05S04W00	L05S04	Fördel	False
Phoneme	L05S04W00P00	L05S04W00	f	False
Phoneme	L05S04W00P01	L05S04W00	øː	False
Phoneme	L05S04W00P02	L05S04W00	ɖ	False
Phoneme	L05S04W00P03	L05S04W00	eː	False
Phoneme	L05S04W00P04	L05S04W00	l	False
Sentence	L05S05	L05	Sentence05	False
Word	L05S05W00	L05S05	Tandvård	False
Phoneme	L05S05W00P00	L05S05W00	t	False
Phoneme	L05S05W00P01	L05S05W00	a	False
Phoneme	L05S05W00P02	L05S05W00	nː	False
Phoneme	L05S05W00P03	L05S05W00	d	False
Phoneme	L05S05W00P04	L05S05W00	v	False
Phoneme	L05S05W00P05	L05S05W00	oː	False
Phoneme	L05S05W00P06	L05S05W00	ɖ	False
Sentence	L05S06	L05	Sentence06	False
Word	L05S06W00	L05S06	Kundtjänst	False
Phoneme	L05S06W00P00	L05S06W00	k	False
Phoneme	L05S06W00P01	L05S06W00	ɵ	False
Phoneme	L05S06W00P02	L05S06W00	nː	False
Phoneme	L05S06W00P03	L05S06W00	d	False
Phoneme	L05S06W00P04	L05S06W00	ɕ	False
Phoneme	L05S06W00P05	L05S06W00	ɛ̝	False
Phoneme	L05S06W00P06	L05S06W00	nː	False
Phoneme	L05S06W00P07	L05S06W00	s	False
Phoneme	L05S06W00P08	L05S06W00	t	False
Sentence	L05S07	L05	Sentence07	False
Word	L05S07W00	L05S07	Myggbett	False
Phoneme	L05S07W00P00	L05S07W00	m	False
Phoneme	L05S07W00P01	L05S07W00	ʏ	False
Phoneme	L05S07W00P02	L05S07W00	ɡː	False
Phoneme	L05S07W00P03	L05S07W00	b	False
Phoneme	L05S07W00P04	L05S07W00	ɛ̝	False
Phoneme	L05S07W00P05	L05S07W00	tː	False
Sentence	L05S08	L05	Sentence08	False
Word	L05S08W00	L05S08	Skoskav	False
Phoneme	L05S08W00P00	L05S08W00	s	False
Phoneme	L05S08W00P01	L05S08W00	k	False
Phoneme	L05S08W00P02	L05S08W00	uː	False
Phoneme	L05S08W00P03	L05S08W00	s	False
Phoneme	L05S08W00P04	L05S08W00	k	False
Phoneme	L05S08W00P05	L05S08W00	ɑː	False
Phoneme	L05S08W00P06	L05S08W00	v	False
Sentence	L05S09	L05	Sentence09	False
Word	L05S09W00	L05S09	Skonsam	False
Phoneme	L05S09W00P00	L05S09W00	s	False
Phoneme	L05S09W00P01	L05S09W00	k	False
Phoneme	L05S09W00P02	L05S09W00	uː	False
Phoneme	L05S09W00P03	L05S09W00	n	False
Phoneme	L05S09W00P04	L05S09W00	s	False
Phoneme	L05S09W00P05	L05S09W00	a	False
Phoneme	L05S09W00P06	L05S09W00	mː	False
Sentence	L05S10	L05	Sentence10	False
Word	L05S10W00	L05S10	Världsbild	False
Phoneme	L05S10W00P00	L05S10W00	v	False
Phoneme	L05S10W00P01	L05S10W00	ɛː	False
Phoneme	L05S10W00P02	L05S10W00	ɖ	False
Phoneme	L05S10W00P03	L05S10W00	ʂ	False
Phoneme	L05S10W00P04	L05S10W00	b	False
Phoneme	L05S10W00P05	L05S10W00	ɪ	False
Phoneme	L05S10W00P06	L05S10W00	lː	False
Phoneme	L05S10W00P07	L05S10W00	d	False
Sentence	L05S11	L05	Sentence11	False
Word	L05S11W00	L05S11	Inköp	False
Phoneme	L05S11W00P00	L05S11W00	ɪ	False
Phoneme	L05S11W00P01	L05S11W00	nː	False
Phoneme	L05S11W00P02	L05S11W00	ɕ	False
Phoneme	L05S11W00P03	L05S11W00	øː	False
Phoneme	L05S11W00P04	L05S11W00	p	False
Sentence	L05S12	L05	Sentence12	False
Word	L05S12W00	L05S12	Långsam	False
Phoneme	L05S12W00P00	L05S12W00	l	False
Phoneme	L05S12W00P01	L05S12W00	ɔ	False
Phoneme	L05S12W00P02	L05S12W00	ŋː	False
Phoneme	L05S12W00P03	L05S12W00	s	False
Phoneme	L05S12W00P04	L05S12W00	a	False
Phoneme	L05S12W00P05	L05S12W00	mː	False
Sentence	L05S13	L05	Sentence13	False
Word	L05S13W00	L05S13	Tacksam	False
Phoneme	L05S13W00P00	L05S13W00	t	False
Phoneme	L05S13W00P01	L05S13W00	a	False
Phoneme	L05S13W00P02	L05S13W00	kː	False
Phoneme	L05S13W00P03	L05S13W00	s	False
Phoneme	L05S13W00P04	L05S13W00	a	False
Phoneme	L05S13W00P05	L05S13W00	mː	False
Sentence	L05S14	L05	Sentence14	False
Word	L05S14W00	L05S14	Nyfödd	False
Phoneme	L05S14W00P00	L05S14W00	n	False
Phoneme	L05S14W00P01	L05S14W00	yː	False
Phoneme	L05S14W00P02	L05S14W00	f	False
Phoneme	L05S14W00P03	L05S14W00	ø̞	False
Phoneme	L05S14W00P04	L05S14W00	dː	False
Sentence	L05S15	L05	Sentence15	False
Word	L05S15W00	L05S15	Utflykt	False
Phoneme	L05S15W00P00	L05S15W00	ʉː	False
Phoneme	L05S15W00P01	L05S15W00	t	False
Phoneme	L05S15W00P02	L05S15W00	f	False
Phoneme	L05S15W00P03	L05S15W00	l	False
Phoneme	L05S15W00P04	L05S15W00	ʏ	False
Phoneme	L05S15W00P05	L05S15W00	kː	False
Phoneme	L05S15W00P06	L05S15W00	t	False
Sentence	L05S16	L05	Sentence16	False
Word	L05S16W00	L05S16	Välkänd	False
Phoneme	L05S16W00P00	L05S16W00	v	False
Phoneme	L05S16W00P01	L05S16W00	ɛː	False
Phoneme	L05S16W00P02	L05S16W00	l	False
Phoneme	L05S16W00P03	L05S16W00	ɕ	False
Phoneme	L05S16W00P04	L05S16W00	ɛ̝	False
Phoneme	L05S16W00P05	L05S16W00	nː	False
Phoneme	L05S16W00P06	L05S16W00	d	False
Sentence	L05S17	L05	Sentence17	False
Word	L05S17W00	L05S17	Farmor	False
Phoneme	L05S17W00P00	L05S17W00	f	False
Phoneme	L05S17W00P01	L05S17W00	a	False
Phoneme	L05S17W00P02	L05S17W00	rː	False
Phoneme	L05S17W00P03	L05S17W00	m	False
Phoneme	L05S17W00P04	L05S17W00	ʊ	False
Phoneme	L05S17W00P05	L05S17W00	rː	False
Sentence	L05S18	L05	Sentence18	False
Word	L05S18W00	L05S18	Fördom	False
Phoneme	L05S18W00P00	L05S18W00	f	False
Phoneme	L05S18W00P01	L05S18W00	øː	False
Phoneme	L05S18W00P02	L05S18W00	ɖ	False
Phoneme	L05S18W00P03	L05S18W00	ʊ	False
Phoneme	L05S18W00P04	L05S18W00	mː	False
Sentence	L05S19	L05	Sentence19	False
Word	L05S19W00	L05S19	Uppdrag	False
Phoneme	L05S19W00P00	L05S19W00	ɵ	False
Phoneme	L05S19W00P01	L05S19W00	pː	False
Phoneme	L05S19W00P02	L05S19W00	d	False
Phoneme	L05S19W00P03	L05S19W00	r	False
Phoneme	L05S19W00P04	L05S19W00	ɑː	False
Phoneme	L05S19W00P05	L05S19W00	ɡ	False
Sentence	L05S20	L05	Sentence20	False
Word	L05S20W00	L05S20	Uppväxt	False
Phoneme	L05S20W00P00	L05S20W00	ɵ	False
Phoneme	L05S20W00P01	L05S20W00	pː	False
Phoneme	L05S20W00P02	L05S20W00	v	False
Phoneme	L05S20W00P03	L05S20W00	ɛ̝	False
Phoneme	L05S20W00P04	L05S20W00	kː	False
Phoneme	L05S20W00P05	L05S20W00	s	False
Phoneme	L05S20W00P06	L05S20W00	t	False
Sentence	L05S21	L05	Sentence21	False
Word	L05S21W00	L05S21	Hållbar	False
Phoneme	L05S21W00P00	L05S21W00	h	False
Phoneme	L05S21W00P01	L05S21W00	ɔ	False
Phoneme	L05S21W00P02	L05S21W00	lː	False
Phoneme	L05S21W00P03	L05S21W00	b	False
Phoneme	L05S21W00P04	L05S21W00	ɑː	False
Phoneme	L05S21W00P05	L05S21W00	r	False
Sentence	L05S22	L05	Sentence22	False
Word	L05S22W00	L05S22	Avsedd	False
Phoneme	L05S22W00P00	L05S22W00	ɑː	False
Phoneme	L05S22W00P01	L05S22W00	v	False
Phoneme	L05S22W00P02	L05S22W00	s	False
Phoneme	L05S22W00P03	L05S22W00	ɛ̝	False
Phoneme	L05S22W00P04	L05S22W00	dː	False
Sentence	L05S23	L05	Sentence23	False
Word	L05S23W00	L05S23	Talman	False
Phoneme	L05S23W00P00	L05S23W00	t	False
Phoneme	L05S23W00P01	L05S23W00	ɑː	False
Phoneme	L05S23W00P02	L05S23W00	l	False
Phoneme	L05S23W00P03	L05S23W00	m	False
Phoneme	L05S23W00P04	L05S23W00	a	False
Phoneme	L05S23W00P05	L05S23W00	nː	False
Sentence	L05S24	L05	Sentence24	False
Word	L05S24W00	L05S24	Dagbok	False
Phoneme	L05S24W00P00	L05S24W00	d	False
Phoneme	L05S24W00P01	L05S24W00	ɑː	False
Phoneme	L05S24W00P02	L05S24W00	ɡ	False
Phoneme	L05S24W00P03	L05S24W00	b	False
Phoneme	L05S24W00P04	L05S24W00	uː	False
Phoneme	L05S24W00P05	L05S24W00	k	False

List	L06	Swedish Spondees 23	Lista 7	False
Sentence	L06S00	L06	Sentence00	False
Word	L06S00W00	L06S00	Baktill	False
Phoneme	L06S00W00P00	L06S00W00	b	False
Phoneme	L06S00W00P01	L06S00W00	ɑː	False
Phoneme	L06S00W00P02	L06S00W00	k	False
Phoneme	L06S00W00P03	L06S00W00	t	False
Phoneme	L06S00W00P04	L06S00W00	ɪ	False
Phoneme	L06S00W00P05	L06S00W00	lː	False
Sentence	L06S01	L06	Sentence01	False
Word	L06S01W00	L06S01	Halsduk	False
Phoneme	L06S01W00P00	L06S01W00	h	False
Phoneme	L06S01W00P01	L06S01W00	a	False
Phoneme	L06S01W00P02	L06S01W00	lː	False
Phoneme	L06S01W00P03	L06S01W00	s	False
Phoneme	L06S01W00P04	L06S01W00	d	False
Phoneme	L06S01W00P05	L06S01W00	ʉː	False
Phoneme	L06S01W00P06	L06S01W00	k	False
Sentence	L06S02	L06	Sentence02	False
Word	L06S02W00	L06S02	Sängbord	False
Phoneme	L06S02W00P00	L06S02W00	s	False
Phoneme	L06S02W00P01	L06S02W00	ɛ̝	False
Phoneme	L06S02W00P02	L06S02W00	ŋː	False
Phoneme	L06S02W00P03	L06S02W00	b	False
Phoneme	L06S02W00P04	L06S02W00	uː	False
Phoneme	L06S02W00P05	L06S02W00	ɖ	False
Sentence	L06S03	L06	Sentence03	False
Word	L06S03W00	L06S03	Valfritt	False
Phoneme	L06S03W00P00	L06S03W00	v	False
Phoneme	L06S03W00P01	L06S03W00	ɑː	False
Phoneme	L06S03W00P02	L06S03W00	l	False
Phoneme	L06S03W00P03	L06S03W00	f	False
Phoneme	L06S03W00P04	L06S03W00	r	False
Phoneme	L06S03W00P05	L06S03W00	ɪ	False
Phoneme	L06S03W00P06	L06S03W00	tː	False
Sentence	L06S04	L06	Sentence04	False
Word	L06S04W00	L06S04	Uppstår	False
Phoneme	L06S04W00P00	L06S04W00	ɵ	False
Phoneme	L06S04W00P01	L06S04W00	pː	False
Phoneme	L06S04W00P02	L06S04W00	s	False
Phoneme	L06S04W00P03	L06S04W00	t	False
Phoneme	L06S04W00P04	L06S04W00	oː	False
Phoneme	L06S04W00P05	L06S04W00	r	False
Sentence	L06S05	L06	Sentence05	False
Word	L06S05W00	L06S05	Nyhet	False
Phoneme	L06S05W00P00	L06S05W00	n	False
Phoneme	L06S05W00P01	L06S05W00	yː	False
Phoneme	L06S05W00P02	L06S05W00	h	False
Phoneme	L06S05W00P03	L06S05W00	eː	False
Phoneme	L06S05W00P04	L06S05W00	t	False
Sentence	L06S06	L06	Sentence06	False
Word	L06S06W00	L06S06	Lekpark	False
Phoneme	L06S06W00P00	L06S06W00	l	False
Phoneme	L06S06W00P01	L06S06W00	eː	False
Phoneme	L06S06W00P02	L06S06W00	k	False
Phoneme	L06S06W00P03	L06S06W00	p	False
Phoneme	L06S06W00P04	L06S06W00	a	False
Phoneme	L06S06W00P05	L06S06W00	rː	False
Phoneme	L06S06W00P06	L06S06W00	k	False
Sentence	L06S07	L06	Sentence07	False
Word	L06S07W00	L06S07	Oklar	False
Phoneme	L06S07W00P00	L06S07W00	uː	False
Phoneme	L06S07W00P01	L06S07W00	k	False
Phoneme	L06S07W00P02	L06S07W00	l	False
Phoneme	L06S07W00P03	L06S07W00	ɑː	False
Phoneme	L06S07W00P04	L06S07W00	r	False
Sentence	L06S08	L06	Sentence08	False
Word	L06S08W00	L06S08	Grannland	False
Phoneme	L06S08W00P00	L06S08W00	ɡ	False
Phoneme	L06S08W00P01	L06S08W00	r	False
Phoneme	L06S08W00P02	L06S08W00	a	False
Phoneme	L06S08W00P03	L06S08W00	nː	False
Phoneme	L06S08W00P04	L06S08W00	l	False
Phoneme	L06S08W00P05	L06S08W00	a	False
Phoneme	L06S08W00P06	L06S08W00	nː	False
Phoneme	L06S08W00P07	L06S08W00	d	False
Sentence	L06S09	L06	Sentence09	False
Word	L06S09W00	L06S09	Julklapp	False
Phoneme	L06S09W00P00	L06S09W00	ʝ	False
Phoneme	L06S09W00P01	L06S09W00	ʉː	False
Phoneme	L06S09W00P02	L06S09W00	l	False
Phoneme	L06S09W00P03	L06S09W00	k	False
Phoneme	L06S09W00P04	L06S09W00	l	False
Phoneme	L06S09W00P05	L06S09W00	a	False
Phoneme	L06S09W00P06	L06S09W00	pː	False
Sentence	L06S10	L06	Sentence10	False
Word	L06S10W00	L06S10	Sårbar	False
Phoneme	L06S10W00P00	L06S10W00	s	False
Phoneme	L06S10W00P01	L06S10W00	oː	False
Phoneme	L06S10W00P02	L06S10W00	r	False
Phoneme	L06S10W00P03	L06S10W00	b	False
Phoneme	L06S10W00P04	L06S10W00	ɑː	False
Phoneme	L06S10W00P05	L06S10W00	r	False
Sentence	L06S11	L06	Sentence11	False
Word	L06S11W00	L06S11	Framstå	False
Phoneme	L06S11W00P00	L06S11W00	f	False
Phoneme	L06S11W00P01	L06S11W00	r	False
Phoneme	L06S11W00P02	L06S11W00	a	False
Phoneme	L06S11W00P03	L06S11W00	mː	False
Phoneme	L06S11W00P04	L06S11W00	s	False
Phoneme	L06S11W00P05	L06S11W00	t	False
Phoneme	L06S11W00P06	L06S11W00	oː	False
Sentence	L06S12	L06	Sentence12	False
Word	L06S12W00	L06S12	Dansband	False
Phoneme	L06S12W00P00	L06S12W00	d	False
Phoneme	L06S12W00P01	L06S12W00	a	False
Phoneme	L06S12W00P02	L06S12W00	nː	False
Phoneme	L06S12W00P03	L06S12W00	s	False
Phoneme	L06S12W00P04	L06S12W00	b	False
Phoneme	L06S12W00P05	L06S12W00	a	False
Phoneme	L06S12W00P06	L06S12W00	nː	False
Phoneme	L06S12W00P07	L06S12W00	d	False
Sentence	L06S13	L06	Sentence13	False
Word	L06S13W00	L06S13	Frispark	False
Phoneme	L06S13W00P00	L06S13W00	f	False
Phoneme	L06S13W00P01	L06S13W00	r	False
Phoneme	L06S13W00P02	L06S13W00	iː	False
Phoneme	L06S13W00P03	L06S13W00	s	False
Phoneme	L06S13W00P04	L06S13W00	p	False
Phoneme	L06S13W00P05	L06S13W00	a	False
Phoneme	L06S13W00P06	L06S13W00	rː	False
Phoneme	L06S13W00P07	L06S13W00	k	False
Sentence	L06S14	L06	Sentence14	False
Word	L06S14W00	L06S14	Avgjort	False
Phoneme	L06S14W00P00	L06S14W00	ɑː	False
Phoneme	L06S14W00P01	L06S14W00	v	False
Phoneme	L06S14W00P02	L06S14W00	ʝ	False
Phoneme	L06S14W00P03	L06S14W00	ʊ	False
Phoneme	L06S14W00P04	L06S14W00	ʈː	False
Sentence	L06S15	L06	Sentence15	False
Word	L06S15W00	L06S15	Tidlös	False
Phoneme	L06S15W00P00	L06S15W00	t	False
Phoneme	L06S15W00P01	L06S15W00	iː	False
Phoneme	L06S15W00P02	L06S15W00	d	False
Phoneme	L06S15W00P03	L06S15W00	l	False
Phoneme	L06S15W00P04	L06S15W00	øː	False
Phoneme	L06S15W00P05	L06S15W00	s	False
Sentence	L06S16	L06	Sentence16	False
Word	L06S16W00	L06S16	Uppsikt	False
Phoneme	L06S16W00P00	L06S16W00	ɵ	False
Phoneme	L06S16W00P01	L06S16W00	pː	False
Phoneme	L06S16W00P02	L06S16W00	s	False
Phoneme	L06S16W00P03	L06S16W00	ɪ	False
Phoneme	L06S16W00P04	L06S16W00	kː	False
Phoneme	L06S16W00P05	L06S16W00	t	False
Sentence	L06S17	L06	Sentence17	False
Word	L06S17W00	L06S17	Fotspår	False
Phoneme	L06S17W00P00	L06S17W00	f	False
Phoneme	L06S17W00P01	L06S17W00	uː	False
Phoneme	L06S17W00P02	L06S17W00	t	False
Phoneme	L06S17W00P03	L06S17W00	s	False
Phoneme	L06S17W00P04	L06S17W00	p	False
Phoneme	L06S17W00P05	L06S17W00	oː	False
Phoneme	L06S17W00P06	L06S17W00	r	False
Sentence	L06S18	L06	Sentence18	False
Word	L06S18W00	L06S18	Önskvärt	False
Phoneme	L06S18W00P00	L06S18W00	ø̞	False
Phoneme	L06S18W00P01	L06S18W00	nː	False
Phoneme	L06S18W00P02	L06S18W00	s	False
Phoneme	L06S18W00P03	L06S18W00	k	False
Phoneme	L06S18W00P04	L06S18W00	v	False
Phoneme	L06S18W00P05	L06S18W00	ɛː	False
Phoneme	L06S18W00P06	L06S18W00	ʈ	False
Sentence	L06S19	L06	Sentence19	False
Word	L06S19W00	L06S19	Djurpark	False
Phoneme	L06S19W00P00	L06S19W00	ʝ	False
Phoneme	L06S19W00P01	L06S19W00	ʉː	False
Phoneme	L06S19W00P02	L06S19W00	r	False
Phoneme	L06S19W00P03	L06S19W00	p	False
Phoneme	L06S19W00P04	L06S19W00	a	False
Phoneme	L06S19W00P05	L06S19W00	rː	False
Phoneme	L06S19W00P06	L06S19W00	k	False
Sentence	L06S20	L06	Sentence20	False
Word	L06S20W00	L06S20	Hänsyn	False
Phoneme	L06S20W00P00	L06S20W00	h	False
Phoneme	L06S20W00P01	L06S20W00	ɛː	False
Phoneme	L06S20W00P02	L06S20W00	n	False
Phoneme	L06S20W00P03	L06S20W00	s	False
Phoneme	L06S20W00P04	L06S20W00	yː	False
Phoneme	L06S20W00P05	L06S20W00	n	False
Sentence	L06S21	L06	Sentence21	False
Word	L06S21W00	L06S21	Filmjölk	False
Phoneme	L06S21W00P00	L06S21W00	f	False
Phoneme	L06S21W00P01	L06S21W00	iː	False
Phoneme	L06S21W00P02	L06S21W00	l	False
Phoneme	L06S21W00P03	L06S21W00	m	False
Phoneme	L06S21W00P04	L06S21W00	ʝ	False
Phoneme	L06S21W00P05	L06S21W00	ø̞	False
Phoneme	L06S21W00P06	L06S21W00	lː	False
Phoneme	L06S21W00P07	L06S21W00	k	False
Sentence	L06S22	L06	Sentence22	False
Word	L06S22W00	L06S22	Rumsvarmt	False
Phoneme	L06S22W00P00	L06S22W00	r	False
Phoneme	L06S22W00P01	L06S22W00	ɵ	False
Phoneme	L06S22W00P02	L06S22W00	mː	False
Phoneme	L06S22W00P03	L06S22W00	s	False
Phoneme	L06S22W00P04	L06S22W00	v	False
Phoneme	L06S22W00P05	L06S22W00	a	False
Phoneme	L06S22W00P06	L06S22W00	rː	False
Phoneme	L06S22W00P07	L06S22W00	m	False
Phoneme	L06S22W00P08	L06S22W00	t	False
Sentence	L06S23	L06	Sentence23	False
Word	L06S23W00	L06S23	Flygplan	False
Phoneme	L06S23W00P00	L06S23W00	f	False
Phoneme	L06S23W00P01	L06S23W00	l	False
Phoneme	L06S23W00P02	L06S23W00	yː	False
Phoneme	L06S23W00P03	L06S23W00	ɡ	False
Phoneme	L06S23W00P04	L06S23W00	p	False
Phoneme	L06S23W00P05	L06S23W00	l	False
Phoneme	L06S23W00P06	L06S23W00	ɑː	False
Phoneme	L06S23W00P07	L06S23W00	n	False
Sentence	L06S24	L06	Sentence24	False
Word	L06S24W00	L06S24	Tandkräm	False
Phoneme	L06S24W00P00	L06S24W00	t	False
Phoneme	L06S24W00P01	L06S24W00	a	False
Phoneme	L06S24W00P02	L06S24W00	nː	False
Phoneme	L06S24W00P03	L06S24W00	d	False
Phoneme	L06S24W00P04	L06S24W00	k	False
Phoneme	L06S24W00P05	L06S24W00	r	False
Phoneme	L06S24W00P06	L06S24W00	ɛː	False
Phoneme	L06S24W00P07	L06S24W00	m	False

List	L07	Swedish Spondees 23	Lista 8	False
Sentence	L07S00	L07	Sentence00	False
Word	L07S00W00	L07S00	Armband	False
Phoneme	L07S00W00P00	L07S00W00	a	False
Phoneme	L07S00W00P01	L07S00W00	rː	False
Phoneme	L07S00W00P02	L07S00W00	m	False
Phoneme	L07S00W00P03	L07S00W00	b	False
Phoneme	L07S00W00P04	L07S00W00	a	False
Phoneme	L07S00W00P05	L07S00W00	nː	False
Phoneme	L07S00W00P06	L07S00W00	d	False
Sentence	L07S01	L07	Sentence01	False
Word	L07S01W00	L07S01	Revben	False
Phoneme	L07S01W00P00	L07S01W00	r	False
Phoneme	L07S01W00P01	L07S01W00	eː	False
Phoneme	L07S01W00P02	L07S01W00	v	False
Phoneme	L07S01W00P03	L07S01W00	b	False
Phoneme	L07S01W00P04	L07S01W00	eː	False
Phoneme	L07S01W00P05	L07S01W00	n	False
Sentence	L07S02	L07	Sentence02	False
Word	L07S02W00	L07S02	Lastbil	False
Phoneme	L07S02W00P00	L07S02W00	l	False
Phoneme	L07S02W00P01	L07S02W00	a	False
Phoneme	L07S02W00P02	L07S02W00	sː	False
Phoneme	L07S02W00P03	L07S02W00	t	False
Phoneme	L07S02W00P04	L07S02W00	b	False
Phoneme	L07S02W00P05	L07S02W00	iː	False
Phoneme	L07S02W00P06	L07S02W00	l	False
Sentence	L07S03	L07	Sentence03	False
Word	L07S03W00	L07S03	Blodprov	False
Phoneme	L07S03W00P00	L07S03W00	b	False
Phoneme	L07S03W00P01	L07S03W00	l	False
Phoneme	L07S03W00P02	L07S03W00	uː	False
Phoneme	L07S03W00P03	L07S03W00	d	False
Phoneme	L07S03W00P04	L07S03W00	p	False
Phoneme	L07S03W00P05	L07S03W00	r	False
Phoneme	L07S03W00P06	L07S03W00	uː	False
Phoneme	L07S03W00P07	L07S03W00	v	False
Sentence	L07S04	L07	Sentence04	False
Word	L07S04W00	L07S04	Brandman	False
Phoneme	L07S04W00P00	L07S04W00	b	False
Phoneme	L07S04W00P01	L07S04W00	r	False
Phoneme	L07S04W00P02	L07S04W00	a	False
Phoneme	L07S04W00P03	L07S04W00	nː	False
Phoneme	L07S04W00P04	L07S04W00	d	False
Phoneme	L07S04W00P05	L07S04W00	m	False
Phoneme	L07S04W00P06	L07S04W00	a	False
Phoneme	L07S04W00P07	L07S04W00	nː	False
Sentence	L07S05	L07	Sentence05	False
Word	L07S05W00	L07S05	Trappsteg	False
Phoneme	L07S05W00P00	L07S05W00	t	False
Phoneme	L07S05W00P01	L07S05W00	r	False
Phoneme	L07S05W00P02	L07S05W00	a	False
Phoneme	L07S05W00P03	L07S05W00	pː	False
Phoneme	L07S05W00P04	L07S05W00	s	False
Phoneme	L07S05W00P05	L07S05W00	t	False
Phoneme	L07S05W00P06	L07S05W00	eː	False
Phoneme	L07S05W00P07	L07S05W00	ɡ	False
Sentence	L07S06	L07	Sentence06	False
Word	L07S06W00	L07S06	Bondgård	False
Phoneme	L07S06W00P00	L07S06W00	b	False
Phoneme	L07S06W00P01	L07S06W00	ʊ	False
Phoneme	L07S06W00P02	L07S06W00	nː	False
Phoneme	L07S06W00P03	L07S06W00	d	False
Phoneme	L07S06W00P04	L07S06W00	ɡ	False
Phoneme	L07S06W00P05	L07S06W00	oː	False
Phoneme	L07S06W00P06	L07S06W00	ɖ	False
Sentence	L07S07	L07	Sentence07	False
Word	L07S07W00	L07S07	Grönsak	False
Phoneme	L07S07W00P00	L07S07W00	ɡ	False
Phoneme	L07S07W00P01	L07S07W00	r	False
Phoneme	L07S07W00P02	L07S07W00	øː	False
Phoneme	L07S07W00P03	L07S07W00	n	False
Phoneme	L07S07W00P04	L07S07W00	s	False
Phoneme	L07S07W00P05	L07S07W00	ɑː	False
Phoneme	L07S07W00P06	L07S07W00	k	False
Sentence	L07S08	L07	Sentence08	False
Word	L07S08W00	L07S08	Tveksam	False
Phoneme	L07S08W00P00	L07S08W00	t	False
Phoneme	L07S08W00P01	L07S08W00	v	False
Phoneme	L07S08W00P02	L07S08W00	eː	False
Phoneme	L07S08W00P03	L07S08W00	k	False
Phoneme	L07S08W00P04	L07S08W00	s	False
Phoneme	L07S08W00P05	L07S08W00	a	False
Phoneme	L07S08W00P06	L07S08W00	mː	False
