Id	Transcription
L01S26W00P01	ø̞
L01S26W00P02	kː
L01S26W00P03	s
L01S26W00P04	t
L01S27W00P00	h
L01S27W00P01	ø̞
L01S27W00P02	ʝː
L01S27W00P03	d
L01S28W00P00	h
L01S28W00P01	ø̞
L01S28W00P02	nː
L01S28W00P03	s
L01S29W00P00	h
L01S29W00P01	øː
L01S29W00P02	ɳ
L01S30W00P00	h
L01S30W00P01	ø̞
L01S30W00P02	sː
L01S30W00P03	t
L01S31W00P00	ʝ
L01S31W00P01	a
L01S31W00P02	kː
L01S31W00P03	t
L01S32W00P00	ɧ
L01S32W00P01	uː
L01S32W00P02	r
L01S33W00P00	ʝ
L01S33W00P01	ɛ̝
L01S33W00P02	kː
L01S33W00P03	t
L01S34W00P00	k
L01S34W00P01	a
L01S34W00P02	lː
L01S34W00P03	k
L01S35W00P00	k
L01S35W00P01	a
L01S35W00P02	lː
L01S35W00P03	v
L01S36W00P00	k
L01S36W00P01	a
L01S36W00P02	rː
L01S36W00P03	m
L01S37W00P00	k
L01S37W00P01	ɛ̝
L01S37W00P02	pː
L01S37W00P03	s
L01S38W00P00	ɕ
L01S38W00P01	ɔ
L01S38W00P02	sː
L01S38W00P03	k
L01S39W00P00	k
L01S39W00P01	l
L01S39W00P02	a
L01S39W00P03	kː
L01S40W00P00	k
L01S40W00P01	l
L01S40W00P02	a
L01S40W00P03	dː
L01S41W00P00	k
L01S41W00P01	l
L01S41W00P02	a
L01S41W00P03	pː
L01S42W00P00	k
L01S42W00P01	l
L01S42W00P02	a
L01S42W00P03	sː
L01S43W00P00	k
L01S43W00P01	l
L01S43W00P02	eː
L01S43W00P03	t
L01S44W00P00	k
L01S44W00P01	l
L01S44W00P02	iː
L01S45W00P00	k
L01S45W00P01	l
L01S45W00P02	ɪ
L01S45W00P03	kː
L01S46W00P00	k
L01S46W00P01	l
L01S46W00P02	ɪ
L01S46W00P03	mː
L01S46W00P04	p
L01S47W00P00	k
L01S47W00P01	l
L01S47W00P02	ɪ
L01S47W00P03	pː
L01S47W00P04	s
L01S47W00P05	k
L01S48W00P00	k
L01S48W00P01	l
L01S48W00P02	ɪ
L01S48W00P03	rː
L01S49W00P00	k
L01S49W00P01	l
L01S49W00P02	iː
L01S49W00P03	v
L01S50W00P00	k
L01S50W00P01	l
L01S50W00P02	uː
L01S50W00P03	k
L01S51W00P00	k
L01S51W00P01	l
L01S51W00P02	uː
L01S51W00P03	t
L01S52W00P00	k
L01S52W00P01	l
L01S52W00P02	ɵ
L01S52W00P03	mː
L01S52W00P04	p
L01S53W00P00	k
L01S53W00P01	l
L01S53W00P02	ɵ
L01S53W00P03	ŋː
L01S53W00P04	k
L01S54W00P00	k
L01S54W00P01	l
L01S54W00P02	oː
L01S55W00P00	k
L01S55W00P01	l
L01S55W00P02	ɛː
L01S56W00P00	k
L01S56W00P01	l
L01S56W00P02	ɛ̝
L01S56W00P03	dː
L01S57W00P00	k
L01S57W00P01	l
L01S57W00P02	ɛ̝
L01S57W00P03	mː
L01S58W00P00	k
L01S58W00P01	l
L01S58W00P02	ɛ̝
L01S58W00P03	tː
L01S59W00P00	k
L01S59W00P01	l
L01S59W00P02	øː
L01S59W00P03	s
L01S60W00P00	k
L01S60W00P01	n
L01S60W00P02	a
L01S60W00P03	pː
L01S61W00P00	k
L01S61W00P01	n
L01S61W00P02	eː
L01S61W00P03	p
L01S62W00P00	k
L01S62W00P01	n
L01S62W00P02	iː
L01S62W00P03	v
L01S63W00P00	k
L01S63W00P01	n
L01S63W00P02	uː
L01S63W00P03	p
L01S64W00P00	k
L01S64W00P01	n
L01S64W00P02	ɔ
L01S64W00P03	pː
L01S65W00P00	k
L01S65W00P01	n
L01S65W00P02	ɔ
L01S65W00P03	tː
L01S66W00P00	k
L01S66W00P01	n
L01S66W00P02	ʏ
L01S66W00P03	kː
L01S67W00P00	k
L01S67W00P01	n
L01S67W00P02	ʏ
L01S67W00P03	sː
L01S67W00P04	t
L01S68W00P00	k
L01S68W00P01	n
L01S68W00P02	oː
L01S68W00P03	p
L01S69W00P00	k
L01S69W00P01	n
L01S69W00P02	ɛː
L01S70W00P00	k
L01S70W00P01	n
L01S70W00P02	ɛ̝
L01S70W00P03	pː
L01S71W00P00	k
L01S71W00P01	n
L01S71W00P02	øː
L01S71W00P03	l
L01S72W00P00	k
L01S72W00P01	ʊ
L01S72W00P02	kː
L01S72W00P03	t
L01S73W00P00	k
L01S73W00P01	ɔ
L01S73W00P02	lː
L01S74W00P00	k
L01S74W00P01	ɔ
L01S74W00P02	lː
L01S74W00P03	v
L01S75W00P00	k
L01S75W00P01	ɔ
L01S75W00P02	nː
L01S75W00P03	s
L01S75W00P04	t
L01S76W00P00	k
L01S76W00P01	ɔ
L01S76W00P02	pː
L01S77W00P00	k
L01S77W00P01	ɔ
L01S77W00P02	rː
L01S77W00P03	ʝ
L01S78W00P00	k
L01S78W00P01	ɔ
L01S78W00P02	rː
L01S78W00P03	k
L01S79W00P00	k
L01S79W00P01	uː
L01S79W00P02	ɳ
L01S80W00P00	k
L01S80W00P01	ɔ
L01S80W00P02	rː
L01S80W00P03	v
L01S81W00P00	k
L01S81W00P01	ɔ
L01S81W00P02	sː
L01S81W00P03	t
L01S82W00P00	k
L01S82W00P01	r
L01S82W00P02	a
L01S82W00P03	fː
L01S82W00P04	s
L01S83W00P00	k
L01S83W00P01	r
L01S83W00P02	a
L01S83W00P03	mː
L01S83W00P04	p
L01S84W00P00	k
L01S84W00P01	r
