// Setup
SequentiallyOrderedLists = True
SequentiallyOrderedSentences = True
SequentiallyOrderedWords = True
SequentiallyOrderedPhonemes = True
PresetLevel = ListCollection

// Components
// LinguisticLevel	Id	ParentId	PrimaryStringRepresentation	IsPractiseComponent

ListCollection	SwedishPB23		SwedishPB23	False
Phoneme	L02S17W00P02	L02S17W00	a	False
Phoneme	L02S17W00P03	L02S17W00	ɳː	False
Phoneme	L02S17W00P04	L02S17W00	ʂ	False
Sentence	L02S18	L02	Sentence18	False
Word	L02S18W00	L02S18	plast	False
Phoneme	L02S18W00P00	L02S18W00	p	False
Phoneme	L02S18W00P01	L02S18W00	l	False
Phoneme	L02S18W00P02	L02S18W00	a	False
Phoneme	L02S18W00P03	L02S18W00	sː	False
Phoneme	L02S18W00P04	L02S18W00	t	False
Sentence	L02S19	L02	Sentence19	False
Word	L02S19W00	L02S19	platt	False
Phoneme	L02S19W00P00	L02S19W00	p	False
Phoneme	L02S19W00P01	L02S19W00	l	False
Phoneme	L02S19W00P02	L02S19W00	a	False
Phoneme	L02S19W00P03	L02S19W00	tː	False
Sentence	L02S20	L02	Sentence20	False
Word	L02S20W00	L02S20	plikt	False
Phoneme	L02S20W00P00	L02S20W00	p	False
Phoneme	L02S20W00P01	L02S20W00	l	False
Phoneme	L02S20W00P02	L02S20W00	ɪ	False
Phoneme	L02S20W00P03	L02S20W00	kː	False
Phoneme	L02S20W00P04	L02S20W00	t	False
Sentence	L02S21	L02	Sentence21	False
Word	L02S21W00	L02S21	plint	False
Phoneme	L02S21W00P00	L02S21W00	p	False
Phoneme	L02S21W00P01	L02S21W00	l	False
Phoneme	L02S21W00P02	L02S21W00	ɪ	False
Phoneme	L02S21W00P03	L02S21W00	nː	False
Phoneme	L02S21W00P04	L02S21W00	t	False
Sentence	L02S22	L02	Sentence22	False
Word	L02S22W00	L02S22	plock	False
Phoneme	L02S22W00P00	L02S22W00	p	False
Phoneme	L02S22W00P01	L02S22W00	l	False
Phoneme	L02S22W00P02	L02S22W00	ɔ	False
Phoneme	L02S22W00P03	L02S22W00	kː	False
Sentence	L02S23	L02	Sentence23	False
Word	L02S23W00	L02S23	plog	False
Phoneme	L02S23W00P00	L02S23W00	p	False
Phoneme	L02S23W00P01	L02S23W00	l	False
Phoneme	L02S23W00P02	L02S23W00	uː	False
Phoneme	L02S23W00P03	L02S23W00	ɡ	False
Sentence	L02S24	L02	Sentence24	False
Word	L02S24W00	L02S24	ploj	False
Phoneme	L02S24W00P00	L02S24W00	p	False
Phoneme	L02S24W00P01	L02S24W00	l	False
Phoneme	L02S24W00P02	L02S24W00	ɔ	False
Phoneme	L02S24W00P03	L02S24W00	ʝː	False
Sentence	L02S25	L02	Sentence25	False
Word	L02S25W00	L02S25	plugg	False
Phoneme	L02S25W00P00	L02S25W00	p	False
Phoneme	L02S25W00P01	L02S25W00	l	False
Phoneme	L02S25W00P02	L02S25W00	ɵ	False
Phoneme	L02S25W00P03	L02S25W00	ɡː	False
Sentence	L02S26	L02	Sentence26	False
Word	L02S26W00	L02S26	plutt	False
Phoneme	L02S26W00P00	L02S26W00	p	False
Phoneme	L02S26W00P01	L02S26W00	l	False
Phoneme	L02S26W00P02	L02S26W00	ɵ	False
Phoneme	L02S26W00P03	L02S26W00	tː	False
Sentence	L02S27	L02	Sentence27	False
Word	L02S27W00	L02S27	plåt	False
Phoneme	L02S27W00P00	L02S27W00	p	False
Phoneme	L02S27W00P01	L02S27W00	l	False
Phoneme	L02S27W00P02	L02S27W00	oː	False
Phoneme	L02S27W00P03	L02S27W00	t	False
Sentence	L02S28	L02	Sentence28	False
Word	L02S28W00	L02S28	pläd	False
Phoneme	L02S28W00P00	L02S28W00	p	False
Phoneme	L02S28W00P01	L02S28W00	l	False
Phoneme	L02S28W00P02	L02S28W00	ɛː	False
Phoneme	L02S28W00P03	L02S28W00	d	False
Sentence	L02S29	L02	Sentence29	False
Word	L02S29W00	L02S29	plätt	False
Phoneme	L02S29W00P00	L02S29W00	p	False
Phoneme	L02S29W00P01	L02S29W00	l	False
Phoneme	L02S29W00P02	L02S29W00	ɛ̝	False
Phoneme	L02S29W00P03	L02S29W00	tː	False
Sentence	L02S30	L02	Sentence30	False
Word	L02S30W00	L02S30	pojk	False
Phoneme	L02S30W00P00	L02S30W00	p	False
Phoneme	L02S30W00P01	L02S30W00	ɔ	False
Phoneme	L02S30W00P02	L02S30W00	ʝː	False
Phoneme	L02S30W00P03	L02S30W00	k	False
Sentence	L02S31	L02	Sentence31	False
Word	L02S31W00	L02S31	prakt	False
Phoneme	L02S31W00P00	L02S31W00	p	False
Phoneme	L02S31W00P01	L02S31W00	r	False
Phoneme	L02S31W00P02	L02S31W00	a	False
Phoneme	L02S31W00P03	L02S31W00	kː	False
Phoneme	L02S31W00P04	L02S31W00	t	False
Sentence	L02S32	L02	Sentence32	False
Word	L02S32W00	L02S32	prat	False
Phoneme	L02S32W00P00	L02S32W00	p	False
Phoneme	L02S32W00P01	L02S32W00	r	False
Phoneme	L02S32W00P02	L02S32W00	ɑː	False
Phoneme	L02S32W00P03	L02S32W00	t	False
Sentence	L02S33	L02	Sentence33	False
Word	L02S33W00	L02S33	prick	False
Phoneme	L02S33W00P00	L02S33W00	p	False
Phoneme	L02S33W00P01	L02S33W00	r	False
Phoneme	L02S33W00P02	L02S33W00	ɪ	False
Phoneme	L02S33W00P03	L02S33W00	kː	False
Sentence	L02S34	L02	Sentence34	False
Word	L02S34W00	L02S34	proffs	False
Phoneme	L02S34W00P00	L02S34W00	p	False
Phoneme	L02S34W00P01	L02S34W00	r	False
Phoneme	L02S34W00P02	L02S34W00	ɔ	False
Phoneme	L02S34W00P03	L02S34W00	fː	False
Phoneme	L02S34W00P04	L02S34W00	s	False
Sentence	L02S35	L02	Sentence35	False
Word	L02S35W00	L02S35	prompt	False
Phoneme	L02S35W00P00	L02S35W00	p	False
Phoneme	L02S35W00P01	L02S35W00	r	False
Phoneme	L02S35W00P02	L02S35W00	ɔ	False
Phoneme	L02S35W00P03	L02S35W00	mː	False
Phoneme	L02S35W00P04	L02S35W00	p	False
Phoneme	L02S35W00P05	L02S35W00	t	False
Sentence	L02S36	L02	Sentence36	False
Word	L02S36W00	L02S36	propp	False
Phoneme	L02S36W00P00	L02S36W00	p	False
Phoneme	L02S36W00P01	L02S36W00	r	False
Phoneme	L02S36W00P02	L02S36W00	ɔ	False
Phoneme	L02S36W00P03	L02S36W00	pː	False
Sentence	L02S37	L02	Sentence37	False
Word	L02S37W00	L02S37	prov	False
Phoneme	L02S37W00P00	L02S37W00	p	False
Phoneme	L02S37W00P01	L02S37W00	r	False
Phoneme	L02S37W00P02	L02S37W00	uː	False
Phoneme	L02S37W00P03	L02S37W00	v	False
Sentence	L02S38	L02	Sentence38	False
Word	L02S38W00	L02S38	pryd	False
Phoneme	L02S38W00P00	L02S38W00	p	False
Phoneme	L02S38W00P01	L02S38W00	r	False
Phoneme	L02S38W00P02	L02S38W00	yː	False
Phoneme	L02S38W00P03	L02S38W00	d	False
Sentence	L02S39	L02	Sentence39	False
Word	L02S39W00	L02S39	prydd	False
Phoneme	L02S39W00P00	L02S39W00	p	False
Phoneme	L02S39W00P01	L02S39W00	r	False
Phoneme	L02S39W00P02	L02S39W00	ʏ	False
Phoneme	L02S39W00P03	L02S39W00	dː	False
Sentence	L02S40	L02	Sentence40	False
Word	L02S40W00	L02S40	pryl	False
Phoneme	L02S40W00P00	L02S40W00	p	False
Phoneme	L02S40W00P01	L02S40W00	r	False
Phoneme	L02S40W00P02	L02S40W00	yː	False
Phoneme	L02S40W00P03	L02S40W00	l	False
Sentence	L02S41	L02	Sentence41	False
Word	L02S41W00	L02S41	pråm	False
Phoneme	L02S41W00P00	L02S41W00	p	False
Phoneme	L02S41W00P01	L02S41W00	r	False
Phoneme	L02S41W00P02	L02S41W00	oː	False
Phoneme	L02S41W00P03	L02S41W00	m	False
Sentence	L02S42	L02	Sentence42	False
Word	L02S42W00	L02S42	pränt	False
Phoneme	L02S42W00P00	L02S42W00	p	False
Phoneme	L02S42W00P01	L02S42W00	r	False
Phoneme	L02S42W00P02	L02S42W00	ɛ̝	False
Phoneme	L02S42W00P03	L02S42W00	nː	False
Phoneme	L02S42W00P04	L02S42W00	t	False
Sentence	L02S43	L02	Sentence43	False
Word	L02S43W00	L02S43	präst	False
Phoneme	L02S43W00P00	L02S43W00	p	False
Phoneme	L02S43W00P01	L02S43W00	r	False
Phoneme	L02S43W00P02	L02S43W00	ɛ̝	False
Phoneme	L02S43W00P03	L02S43W00	sː	False
Phoneme	L02S43W00P04	L02S43W00	t	False
Sentence	L02S44	L02	Sentence44	False
Word	L02S44W00	L02S44	puls	False
Phoneme	L02S44W00P00	L02S44W00	p	False
Phoneme	L02S44W00P01	L02S44W00	ɵ	False
Phoneme	L02S44W00P02	L02S44W00	lː	False
Phoneme	L02S44W00P03	L02S44W00	s	False
Sentence	L02S45	L02	Sentence45	False
Word	L02S45W00	L02S45	pund	False
Phoneme	L02S45W00P00	L02S45W00	p	False
Phoneme	L02S45W00P01	L02S45W00	ɵ	False
Phoneme	L02S45W00P02	L02S45W00	nː	False
Phoneme	L02S45W00P03	L02S45W00	d	False
Sentence	L02S46	L02	Sentence46	False
Word	L02S46W00	L02S46	pynt	False
Phoneme	L02S46W00P00	L02S46W00	p	False
Phoneme	L02S46W00P01	L02S46W00	ʏ	False
Phoneme	L02S46W00P02	L02S46W00	nː	False
Phoneme	L02S46W00P03	L02S46W00	t	False
Sentence	L02S47	L02	Sentence47	False
Word	L02S47W00	L02S47	pys	False
Phoneme	L02S47W00P00	L02S47W00	p	False
Phoneme	L02S47W00P01	L02S47W00	yː	False
Phoneme	L02S47W00P02	L02S47W00	s	False
Sentence	L02S48	L02	Sentence48	False
Word	L02S48W00	L02S48	pöl	False
Phoneme	L02S48W00P00	L02S48W00	p	False
Phoneme	L02S48W00P01	L02S48W00	øː	False
Phoneme	L02S48W00P02	L02S48W00	l	False
Sentence	L02S49	L02	Sentence49	False
Word	L02S49W00	L02S49	rad	False
Phoneme	L02S49W00P00	L02S49W00	r	False
Phoneme	L02S49W00P01	L02S49W00	ɑː	False
Phoneme	L02S49W00P02	L02S49W00	d	False
Sentence	L02S50	L02	Sentence50	False
Word	L02S50W00	L02S50	rak	False
Phoneme	L02S50W00P00	L02S50W00	r	False
Phoneme	L02S50W00P01	L02S50W00	ɑː	False
Phoneme	L02S50W00P02	L02S50W00	k	False
Sentence	L02S51	L02	Sentence51	False
Word	L02S51W00	L02S51	ramp	False
Phoneme	L02S51W00P00	L02S51W00	r	False
Phoneme	L02S51W00P01	L02S51W00	a	False
Phoneme	L02S51W00P02	L02S51W00	mː	False
Phoneme	L02S51W00P03	L02S51W00	p	False
Sentence	L02S52	L02	Sentence52	False
Word	L02S52W00	L02S52	rang	False
Phoneme	L02S52W00P00	L02S52W00	r	False
Phoneme	L02S52W00P01	L02S52W00	a	False
Phoneme	L02S52W00P02	L02S52W00	ŋː	False
Sentence	L02S53	L02	Sentence53	False
Word	L02S53W00	L02S53	rar	False
Phoneme	L02S53W00P00	L02S53W00	r	False
Phoneme	L02S53W00P01	L02S53W00	ɑː	False
Phoneme	L02S53W00P02	L02S53W00	r	False
Sentence	L02S54	L02	Sentence54	False
Word	L02S54W00	L02S54	rasp	False
Phoneme	L02S54W00P00	L02S54W00	r	False
Phoneme	L02S54W00P01	L02S54W00	a	False
Phoneme	L02S54W00P02	L02S54W00	sː	False
Phoneme	L02S54W00P03	L02S54W00	p	False
Sentence	L02S55	L02	Sentence55	False
Word	L02S55W00	L02S55	rast	False
Phoneme	L02S55W00P00	L02S55W00	r	False
Phoneme	L02S55W00P01	L02S55W00	a	False
Phoneme	L02S55W00P02	L02S55W00	sː	False
Phoneme	L02S55W00P03	L02S55W00	t	False
Sentence	L02S56	L02	Sentence56	False
Word	L02S56W00	L02S56	ratt	False
Phoneme	L02S56W00P00	L02S56W00	r	False
Phoneme	L02S56W00P01	L02S56W00	a	False
Phoneme	L02S56W00P02	L02S56W00	tː	False
Sentence	L02S57	L02	Sentence57	False
Word	L02S57W00	L02S57	regn	False
Phoneme	L02S57W00P00	L02S57W00	r	False
Phoneme	L02S57W00P01	L02S57W00	ɛ̝	False
Phoneme	L02S57W00P02	L02S57W00	ŋː	False
Phoneme	L02S57W00P03	L02S57W00	n	False
Sentence	L02S58	L02	Sentence58	False
Word	L02S58W00	L02S58	rem	False
Phoneme	L02S58W00P00	L02S58W00	r	False
Phoneme	L02S58W00P01	L02S58W00	ɛ̝	False
Phoneme	L02S58W00P02	L02S58W00	mː	False
Sentence	L02S59	L02	Sentence59	False
Word	L02S59W00	L02S59	rep	False
Phoneme	L02S59W00P00	L02S59W00	r	False
Phoneme	L02S59W00P01	L02S59W00	eː	False
Phoneme	L02S59W00P02	L02S59W00	p	False
Sentence	L02S60	L02	Sentence60	False
Word	L02S60W00	L02S60	rev	False
Phoneme	L02S60W00P00	L02S60W00	r	False
Phoneme	L02S60W00P01	L02S60W00	eː	False
Phoneme	L02S60W00P02	L02S60W00	v	False
Sentence	L02S61	L02	Sentence61	False
Word	L02S61W00	L02S61	rik	False
Phoneme	L02S61W00P00	L02S61W00	r	False
Phoneme	L02S61W00P01	L02S61W00	iː	False
Phoneme	L02S61W00P02	L02S61W00	k	False
Sentence	L02S62	L02	Sentence62	False
Word	L02S62W00	L02S62	rim	False
Phoneme	L02S62W00P00	L02S62W00	r	False
Phoneme	L02S62W00P01	L02S62W00	ɪ	False
Phoneme	L02S62W00P02	L02S62W00	mː	False
Sentence	L02S63	L02	Sentence63	False
Word	L02S63W00	L02S63	rink	False
Phoneme	L02S63W00P00	L02S63W00	r	False
Phoneme	L02S63W00P01	L02S63W00	ɪ	False
Phoneme	L02S63W00P02	L02S63W00	ŋː	False
Phoneme	L02S63W00P03	L02S63W00	k	False
Sentence	L02S64	L02	Sentence64	False
Word	L02S64W00	L02S64	risk	False
Phoneme	L02S64W00P00	L02S64W00	r	False
Phoneme	L02S64W00P01	L02S64W00	ɪ	False
Phoneme	L02S64W00P02	L02S64W00	sː	False
Phoneme	L02S64W00P03	L02S64W00	k	False
Sentence	L02S65	L02	Sentence65	False
Word	L02S65W00	L02S65	rit	False
Phoneme	L02S65W00P00	L02S65W00	r	False
Phoneme	L02S65W00P01	L02S65W00	iː	False
Phoneme	L02S65W00P02	L02S65W00	t	False
Sentence	L02S66	L02	Sentence66	False
Word	L02S66W00	L02S66	ro	False
Phoneme	L02S66W00P00	L02S66W00	r	False
Phoneme	L02S66W00P01	L02S66W00	uː	False
Sentence	L02S67	L02	Sentence67	False
Word	L02S67W00	L02S67	rop	False
Phoneme	L02S67W00P00	L02S67W00	r	False
Phoneme	L02S67W00P01	L02S67W00	uː	False
Phoneme	L02S67W00P02	L02S67W00	p	False
Sentence	L02S68	L02	Sentence68	False
Word	L02S68W00	L02S68	rutt	False
Phoneme	L02S68W00P00	L02S68W00	r	False
Phoneme	L02S68W00P01	L02S68W00	ɵ	False
Phoneme	L02S68W00P02	L02S68W00	tː	False
Sentence	L02S69	L02	Sentence69	False
Word	L02S69W00	L02S69	ryck	False
Phoneme	L02S69W00P00	L02S69W00	r	False
Phoneme	L02S69W00P01	L02S69W00	ʏ	False
Phoneme	L02S69W00P02	L02S69W00	kː	False
Sentence	L02S70	L02	Sentence70	False
Word	L02S70W00	L02S70	rygg	False
Phoneme	L02S70W00P00	L02S70W00	r	False
Phoneme	L02S70W00P01	L02S70W00	ʏ	False
Phoneme	L02S70W00P02	L02S70W00	ɡː	False
Sentence	L02S71	L02	Sentence71	False
Word	L02S71W00	L02S71	rymd	False
Phoneme	L02S71W00P00	L02S71W00	r	False
Phoneme	L02S71W00P01	L02S71W00	ʏ	False
Phoneme	L02S71W00P02	L02S71W00	mː	False
Phoneme	L02S71W00P03	L02S71W00	d	False
Sentence	L02S72	L02	Sentence72	False
Word	L02S72W00	L02S72	rytm	False
Phoneme	L02S72W00P00	L02S72W00	r	False
Phoneme	L02S72W00P01	L02S72W00	ʏ	False
Phoneme	L02S72W00P02	L02S72W00	tː	False
Phoneme	L02S72W00P03	L02S72W00	m	False
Sentence	L02S73	L02	Sentence73	False
Word	L02S73W00	L02S73	råg	False
Phoneme	L02S73W00P00	L02S73W00	r	False
Phoneme	L02S73W00P01	L02S73W00	oː	False
Phoneme	L02S73W00P02	L02S73W00	ɡ	False
Sentence	L02S74	L02	Sentence74	False
Word	L02S74W00	L02S74	rån	False
Phoneme	L02S74W00P00	L02S74W00	r	False
Phoneme	L02S74W00P01	L02S74W00	oː	False
Phoneme	L02S74W00P02	L02S74W00	n	False
Sentence	L02S75	L02	Sentence75	False
Word	L02S75W00	L02S75	räd	False
Phoneme	L02S75W00P00	L02S75W00	r	False
Phoneme	L02S75W00P01	L02S75W00	ɛː	False
Phoneme	L02S75W00P02	L02S75W00	d	False
Sentence	L02S76	L02	Sentence76	False
Word	L02S76W00	L02S76	rät	False
Phoneme	L02S76W00P00	L02S76W00	r	False
Phoneme	L02S76W00P01	L02S76W00	ɛː	False
Phoneme	L02S76W00P02	L02S76W00	t	False
Sentence	L02S77	L02	Sentence77	False
Word	L02S77W00	L02S77	röd	False
Phoneme	L02S77W00P00	L02S77W00	r	False
Phoneme	L02S77W00P01	L02S77W00	øː	False
Phoneme	L02S77W00P02	L02S77W00	d	False
Sentence	L02S78	L02	Sentence78	False
Word	L02S78W00	L02S78	rök	False
Phoneme	L02S78W00P00	L02S78W00	r	False
Phoneme	L02S78W00P01	L02S78W00	øː	False
Phoneme	L02S78W00P02	L02S78W00	k	False
Sentence	L02S79	L02	Sentence79	False
Word	L02S79W00	L02S79	rökt	False
Phoneme	L02S79W00P00	L02S79W00	r	False
Phoneme	L02S79W00P01	L02S79W00	øː	False
Phoneme	L02S79W00P02	L02S79W00	k	False
Phoneme	L02S79W00P03	L02S79W00	t	False
Sentence	L02S80	L02	Sentence80	False
Word	L02S80W00	L02S80	rörd	False
Phoneme	L02S80W00P00	L02S80W00	r	False
Phoneme	L02S80W00P01	L02S80W00	øː	False
Phoneme	L02S80W00P02	L02S80W00	ɖ	False
Sentence	L02S81	L02	Sentence81	False
Word	L02S81W00	L02S81	saft	False
Phoneme	L02S81W00P00	L02S81W00	s	False
Phoneme	L02S81W00P01	L02S81W00	a	False
Phoneme	L02S81W00P02	L02S81W00	fː	False
Phoneme	L02S81W00P03	L02S81W00	t	False
Sentence	L02S82	L02	Sentence82	False
Word	L02S82W00	L02S82	sams	False
Phoneme	L02S82W00P00	L02S82W00	s	False
Phoneme	L02S82W00P01	L02S82W00	a	False
Phoneme	L02S82W00P02	L02S82W00	mː	False
Phoneme	L02S82W00P03	L02S82W00	s	False
Sentence	L02S83	L02	Sentence83	False
Word	L02S83W00	L02S83	schakt	False
Phoneme	L02S83W00P00	L02S83W00	ɧ	False
Phoneme	L02S83W00P01	L02S83W00	a	False
Phoneme	L02S83W00P02	L02S83W00	kː	False
Phoneme	L02S83W00P03	L02S83W00	t	False
Sentence	L02S84	L02	Sentence84	False
Word	L02S84W00	L02S84	sed	False
Phoneme	L02S84W00P00	L02S84W00	s	False
Phoneme	L02S84W00P01	L02S84W00	eː	False
Phoneme	L02S84W00P02	L02S84W00	d	False
Sentence	L02S85	L02	Sentence85	False
Word	L02S85W00	L02S85	seg	False
Phoneme	L02S85W00P00	L02S85W00	s	False
Phoneme	L02S85W00P01	L02S85W00	eː	False
Phoneme	L02S85W00P02	L02S85W00	ɡ	False
Sentence	L02S86	L02	Sentence86	False
Word	L02S86W00	L02S86	sekt	False
Phoneme	L02S86W00P00	L02S86W00	s	False
Phoneme	L02S86W00P01	L02S86W00	ɛ̝	False
Phoneme	L02S86W00P02	L02S86W00	kː	False
Phoneme	L02S86W00P03	L02S86W00	t	False
Sentence	L02S87	L02	Sentence87	False
Word	L02S87W00	L02S87	sikt	False
Phoneme	L02S87W00P00	L02S87W00	s	False
Phoneme	L02S87W00P01	L02S87W00	ɪ	False
Phoneme	L02S87W00P02	L02S87W00	kː	False
Phoneme	L02S87W00P03	L02S87W00	t	False
Sentence	L02S88	L02	Sentence88	False
Word	L02S88W00	L02S88	sil	False
Phoneme	L02S88W00P00	L02S88W00	s	False
Phoneme	L02S88W00P01	L02S88W00	iː	False
Phoneme	L02S88W00P02	L02S88W00	l	False
Sentence	L02S89	L02	Sentence89	False
Word	L02S89W00	L02S89	sju	False
Phoneme	L02S89W00P00	L02S89W00	ɧ	False
Phoneme	L02S89W00P01	L02S89W00	ʉː	False
Sentence	L02S90	L02	Sentence90	False
Word	L02S90W00	L02S90	skabb	False
Phoneme	L02S90W00P00	L02S90W00	s	False
Phoneme	L02S90W00P01	L02S90W00	k	False
Phoneme	L02S90W00P02	L02S90W00	a	False
Phoneme	L02S90W00P03	L02S90W00	bː	False
Sentence	L02S91	L02	Sentence91	False
Word	L02S91W00	L02S91	skaft	False
Phoneme	L02S91W00P00	L02S91W00	s	False
Phoneme	L02S91W00P01	L02S91W00	k	False
Phoneme	L02S91W00P02	L02S91W00	a	False
Phoneme	L02S91W00P03	L02S91W00	fː	False
Phoneme	L02S91W00P04	L02S91W00	t	False
Sentence	L02S92	L02	Sentence92	False
Word	L02S92W00	L02S92	skal	False
Phoneme	L02S92W00P00	L02S92W00	s	False
Phoneme	L02S92W00P01	L02S92W00	k	False
Phoneme	L02S92W00P02	L02S92W00	ɑː	False
Phoneme	L02S92W00P03	L02S92W00	l	False
Sentence	L02S93	L02	Sentence93	False
Word	L02S93W00	L02S93	skalv	False
Phoneme	L02S93W00P00	L02S93W00	s	False
Phoneme	L02S93W00P01	L02S93W00	k	False
Phoneme	L02S93W00P02	L02S93W00	a	False
Phoneme	L02S93W00P03	L02S93W00	lː	False
Phoneme	L02S93W00P04	L02S93W00	v	False
Sentence	L02S94	L02	Sentence94	False
Word	L02S94W00	L02S94	skam	False
Phoneme	L02S94W00P00	L02S94W00	s	False
Phoneme	L02S94W00P01	L02S94W00	k	False
Phoneme	L02S94W00P02	L02S94W00	a	False
Phoneme	L02S94W00P03	L02S94W00	mː	False
Sentence	L02S95	L02	Sentence95	False
Word	L02S95W00	L02S95	skarp	False
Phoneme	L02S95W00P00	L02S95W00	s	False
Phoneme	L02S95W00P01	L02S95W00	k	False
Phoneme	L02S95W00P02	L02S95W00	a	False
Phoneme	L02S95W00P03	L02S95W00	rː	False
Phoneme	L02S95W00P04	L02S95W00	p	False
Sentence	L02S96	L02	Sentence96	False
Word	L02S96W00	L02S96	skarpt	False
Phoneme	L02S96W00P00	L02S96W00	s	False
Phoneme	L02S96W00P01	L02S96W00	k	False
Phoneme	L02S96W00P02	L02S96W00	a	False
Phoneme	L02S96W00P03	L02S96W00	rː	False
Phoneme	L02S96W00P04	L02S96W00	p	False
Phoneme	L02S96W00P05	L02S96W00	t	False
Sentence	L02S97	L02	Sentence97	False
Word	L02S97W00	L02S97	skarv	False
Phoneme	L02S97W00P00	L02S97W00	s	False
Phoneme	L02S97W00P01	L02S97W00	k	False
Phoneme	L02S97W00P02	L02S97W00	a	False
Phoneme	L02S97W00P03	L02S97W00	rː	False
Phoneme	L02S97W00P04	L02S97W00	v	False
Sentence	L02S98	L02	Sentence98	False
Word	L02S98W00	L02S98	skatt	False
Phoneme	L02S98W00P00	L02S98W00	s	False
Phoneme	L02S98W00P01	L02S98W00	k	False
Phoneme	L02S98W00P02	L02S98W00	a	False
Phoneme	L02S98W00P03	L02S98W00	tː	False
Sentence	L02S99	L02	Sentence99	False
Word	L02S99W00	L02S99	skav	False
Phoneme	L02S99W00P00	L02S99W00	s	False
Phoneme	L02S99W00P01	L02S99W00	k	False
Phoneme	L02S99W00P02	L02S99W00	ɑː	False
Phoneme	L02S99W00P03	L02S99W00	v	False
Sentence	L02S100	L02	Sentence100	False
Word	L02S100W00	L02S100	ske	False
Phoneme	L02S100W00P00	L02S100W00	ɧ	False
Phoneme	L02S100W00P01	L02S100W00	eː	False
Sentence	L02S101	L02	Sentence101	False
Word	L02S101W00	L02S101	sked	False
Phoneme	L02S101W00P00	L02S101W00	ɧ	False
Phoneme	L02S101W00P01	L02S101W00	eː	False
Phoneme	L02S101W00P02	L02S101W00	d	False
Sentence	L02S102	L02	Sentence102	False
Word	L02S102W00	L02S102	sken	False
Phoneme	L02S102W00P00	L02S102W00	ɧ	False
Phoneme	L02S102W00P01	L02S102W00	eː	False
Phoneme	L02S102W00P02	L02S102W00	n	False
Sentence	L02S103	L02	Sentence103	False
Word	L02S103W00	L02S103	skepp	False
Phoneme	L02S103W00P00	L02S103W00	ɧ	False
Phoneme	L02S103W00P01	L02S103W00	ɛ̝	False
Phoneme	L02S103W00P02	L02S103W00	pː	False
Sentence	L02S104	L02	Sentence104	False
Word	L02S104W00	L02S104	skev	False
Phoneme	L02S104W00P00	L02S104W00	ɧ	False
Phoneme	L02S104W00P01	L02S104W00	eː	False
Phoneme	L02S104W00P02	L02S104W00	v	False
Sentence	L02S105	L02	Sentence105	False
Word	L02S105W00	L02S105	skick	False
Phoneme	L02S105W00P00	L02S105W00	ɧ	False
Phoneme	L02S105W00P01	L02S105W00	ɪ	False
Phoneme	L02S105W00P02	L02S105W00	kː	False
Sentence	L02S106	L02	Sentence106	False
Word	L02S106W00	L02S106	skift	False
Phoneme	L02S106W00P00	L02S106W00	ɧ	False
Phoneme	L02S106W00P01	L02S106W00	ɪ	False
Phoneme	L02S106W00P02	L02S106W00	fː	False
Phoneme	L02S106W00P03	L02S106W00	t	False
Sentence	L02S107	L02	Sentence107	False
Word	L02S107W00	L02S107	skikt	False
Phoneme	L02S107W00P00	L02S107W00	ɧ	False
Phoneme	L02S107W00P01	L02S107W00	ɪ	False
Phoneme	L02S107W00P02	L02S107W00	kː	False
Phoneme	L02S107W00P03	L02S107W00	t	False
Sentence	L02S108	L02	Sentence108	False
Word	L02S108W00	L02S108	skild	False
Phoneme	L02S108W00P00	L02S108W00	ɧ	False
Phoneme	L02S108W00P01	L02S108W00	ɪ	False
Phoneme	L02S108W00P02	L02S108W00	lː	False
Phoneme	L02S108W00P03	L02S108W00	d	False
Sentence	L02S109	L02	Sentence109	False
Word	L02S109W00	L02S109	skinn	False
Phoneme	L02S109W00P00	L02S109W00	ɧ	False
Phoneme	L02S109W00P01	L02S109W00	ɪ	False
Phoneme	L02S109W00P02	L02S109W00	nː	False
Sentence	L02S110	L02	Sentence110	False
Word	L02S110W00	L02S110	skiss	False
Phoneme	L02S110W00P00	L02S110W00	s	False
Phoneme	L02S110W00P01	L02S110W00	k	False
Phoneme	L02S110W00P02	L02S110W00	ɪ	False
Phoneme	L02S110W00P03	L02S110W00	sː	False
Sentence	L02S111	L02	Sentence111	False
Word	L02S111W00	L02S111	skjul	False
Phoneme	L02S111W00P00	L02S111W00	ɧ	False
Phoneme	L02S111W00P01	L02S111W00	ʉː	False
Phoneme	L02S111W00P02	L02S111W00	l	False
Sentence	L02S112	L02	Sentence112	False
Word	L02S112W00	L02S112	skoj	False
Phoneme	L02S112W00P00	L02S112W00	s	False
Phoneme	L02S112W00P01	L02S112W00	k	False
Phoneme	L02S112W00P02	L02S112W00	ɔ	False
Phoneme	L02S112W00P03	L02S112W00	ʝː	False
Sentence	L02S113	L02	Sentence113	False
Word	L02S113W00	L02S113	skorv	False
Phoneme	L02S113W00P00	L02S113W00	s	False
Phoneme	L02S113W00P01	L02S113W00	k	False
Phoneme	L02S113W00P02	L02S113W00	ɔ	False
Phoneme	L02S113W00P03	L02S113W00	rː	False
Phoneme	L02S113W00P04	L02S113W00	v	False
Sentence	L02S114	L02	Sentence114	False
Word	L02S114W00	L02S114	skov	False
Phoneme	L02S114W00P00	L02S114W00	s	False
Phoneme	L02S114W00P01	L02S114W00	k	False
