// Setup
SequentiallyOrderedLists = True
SequentiallyOrderedSentences = True
SequentiallyOrderedWords = True
SequentiallyOrderedPhonemes = True
PresetLevel = ListCollection

// Components
// LinguisticLevel	Id	ParentId	PrimaryStringRepresentation	IsPractiseComponent

ListCollection	SwedishPB23		SwedishPB23	False
Phoneme	L02S114W00P02	L02S114W00	uː	False
Phoneme	L02S114W00P03	L02S114W00	v	False
Sentence	L02S115	L02	Sentence115	False
Word	L02S115W00	L02S115	skraj	False
Phoneme	L02S115W00P00	L02S115W00	s	False
Phoneme	L02S115W00P01	L02S115W00	k	False
Phoneme	L02S115W00P02	L02S115W00	r	False
Phoneme	L02S115W00P03	L02S115W00	a	False
Phoneme	L02S115W00P04	L02S115W00	ʝː	False
Sentence	L02S116	L02	Sentence116	False
Word	L02S116W00	L02S116	skral	False
Phoneme	L02S116W00P00	L02S116W00	s	False
Phoneme	L02S116W00P01	L02S116W00	k	False
Phoneme	L02S116W00P02	L02S116W00	r	False
Phoneme	L02S116W00P03	L02S116W00	ɑː	False
Phoneme	L02S116W00P04	L02S116W00	l	False
Sentence	L02S117	L02	Sentence117	False
Word	L02S117W00	L02S117	skrap	False
Phoneme	L02S117W00P00	L02S117W00	s	False
Phoneme	L02S117W00P01	L02S117W00	k	False
Phoneme	L02S117W00P02	L02S117W00	r	False
Phoneme	L02S117W00P03	L02S117W00	ɑː	False
Phoneme	L02S117W00P04	L02S117W00	p	False
Sentence	L02S118	L02	Sentence118	False
Word	L02S118W00	L02S118	skratt	False
Phoneme	L02S118W00P00	L02S118W00	s	False
Phoneme	L02S118W00P01	L02S118W00	k	False
Phoneme	L02S118W00P02	L02S118W00	r	False
Phoneme	L02S118W00P03	L02S118W00	a	False
Phoneme	L02S118W00P04	L02S118W00	tː	False
Sentence	L02S119	L02	Sentence119	False
Word	L02S119W00	L02S119	skred	False
Phoneme	L02S119W00P00	L02S119W00	s	False
Phoneme	L02S119W00P01	L02S119W00	k	False
Phoneme	L02S119W00P02	L02S119W00	r	False
Phoneme	L02S119W00P03	L02S119W00	eː	False
Phoneme	L02S119W00P04	L02S119W00	d	False
Sentence	L02S120	L02	Sentence120	False
Word	L02S120W00	L02S120	skrift	False
Phoneme	L02S120W00P00	L02S120W00	s	False
Phoneme	L02S120W00P01	L02S120W00	k	False
Phoneme	L02S120W00P02	L02S120W00	r	False
Phoneme	L02S120W00P03	L02S120W00	ɪ	False
Phoneme	L02S120W00P04	L02S120W00	fː	False
Phoneme	L02S120W00P05	L02S120W00	t	False
Sentence	L02S121	L02	Sentence121	False
Word	L02S121W00	L02S121	skrik	False
Phoneme	L02S121W00P00	L02S121W00	s	False
Phoneme	L02S121W00P01	L02S121W00	k	False
Phoneme	L02S121W00P02	L02S121W00	r	False
Phoneme	L02S121W00P03	L02S121W00	iː	False
Phoneme	L02S121W00P04	L02S121W00	k	False
Sentence	L02S122	L02	Sentence122	False
Word	L02S122W00	L02S122	skrock	False
Phoneme	L02S122W00P00	L02S122W00	s	False
Phoneme	L02S122W00P01	L02S122W00	k	False
Phoneme	L02S122W00P02	L02S122W00	r	False
Phoneme	L02S122W00P03	L02S122W00	ɔ	False
Phoneme	L02S122W00P04	L02S122W00	kː	False
Sentence	L02S123	L02	Sentence123	False
Word	L02S123W00	L02S123	skrov	False
Phoneme	L02S123W00P00	L02S123W00	s	False
Phoneme	L02S123W00P01	L02S123W00	k	False
Phoneme	L02S123W00P02	L02S123W00	r	False
Phoneme	L02S123W00P03	L02S123W00	oː	False
Phoneme	L02S123W00P04	L02S123W00	v	False
Sentence	L02S124	L02	Sentence124	False
Word	L02S124W00	L02S124	skrubb	False
Phoneme	L02S124W00P00	L02S124W00	s	False
Phoneme	L02S124W00P01	L02S124W00	k	False
Phoneme	L02S124W00P02	L02S124W00	r	False
Phoneme	L02S124W00P03	L02S124W00	ɵ	False
Phoneme	L02S124W00P04	L02S124W00	bː	False
Sentence	L02S125	L02	Sentence125	False
Word	L02S125W00	L02S125	skrutt	False
Phoneme	L02S125W00P00	L02S125W00	s	False
Phoneme	L02S125W00P01	L02S125W00	k	False
Phoneme	L02S125W00P02	L02S125W00	r	False
Phoneme	L02S125W00P03	L02S125W00	ɵ	False
Phoneme	L02S125W00P04	L02S125W00	tː	False
Sentence	L02S126	L02	Sentence126	False
Word	L02S126W00	L02S126	skruv	False
Phoneme	L02S126W00P00	L02S126W00	s	False
Phoneme	L02S126W00P01	L02S126W00	k	False
Phoneme	L02S126W00P02	L02S126W00	r	False
Phoneme	L02S126W00P03	L02S126W00	ʉː	False
Phoneme	L02S126W00P04	L02S126W00	v	False
Sentence	L02S127	L02	Sentence127	False
Word	L02S127W00	L02S127	skryt	False
Phoneme	L02S127W00P00	L02S127W00	s	False
Phoneme	L02S127W00P01	L02S127W00	k	False
Phoneme	L02S127W00P02	L02S127W00	r	False
Phoneme	L02S127W00P03	L02S127W00	yː	False
Phoneme	L02S127W00P04	L02S127W00	t	False
Sentence	L02S128	L02	Sentence128	False
Word	L02S128W00	L02S128	skrå	False
Phoneme	L02S128W00P00	L02S128W00	s	False
Phoneme	L02S128W00P01	L02S128W00	k	False
Phoneme	L02S128W00P02	L02S128W00	r	False
Phoneme	L02S128W00P03	L02S128W00	oː	False
Sentence	L02S129	L02	Sentence129	False
Word	L02S129W00	L02S129	skräck	False
Phoneme	L02S129W00P00	L02S129W00	s	False
Phoneme	L02S129W00P01	L02S129W00	k	False
Phoneme	L02S129W00P02	L02S129W00	r	False
Phoneme	L02S129W00P03	L02S129W00	ɛ̝	False
Phoneme	L02S129W00P04	L02S129W00	kː	False
Sentence	L02S130	L02	Sentence130	False
Word	L02S130W00	L02S130	skräll	False
Phoneme	L02S130W00P00	L02S130W00	s	False
Phoneme	L02S130W00P01	L02S130W00	k	False
Phoneme	L02S130W00P02	L02S130W00	r	False
Phoneme	L02S130W00P03	L02S130W00	ɛ̝	False
Phoneme	L02S130W00P04	L02S130W00	lː	False
Sentence	L02S131	L02	Sentence131	False
Word	L02S131W00	L02S131	skrämd	False
Phoneme	L02S131W00P00	L02S131W00	s	False
Phoneme	L02S131W00P01	L02S131W00	k	False
Phoneme	L02S131W00P02	L02S131W00	r	False
Phoneme	L02S131W00P03	L02S131W00	ɛ̝	False
Phoneme	L02S131W00P04	L02S131W00	mː	False
Phoneme	L02S131W00P05	L02S131W00	d	False
Sentence	L02S132	L02	Sentence132	False
Word	L02S132W00	L02S132	skrän	False
Phoneme	L02S132W00P00	L02S132W00	s	False
Phoneme	L02S132W00P01	L02S132W00	k	False
Phoneme	L02S132W00P02	L02S132W00	r	False
Phoneme	L02S132W00P03	L02S132W00	ɛː	False
Phoneme	L02S132W00P04	L02S132W00	n	False
Sentence	L02S133	L02	Sentence133	False
Word	L02S133W00	L02S133	skräp	False
Phoneme	L02S133W00P00	L02S133W00	s	False
Phoneme	L02S133W00P01	L02S133W00	k	False
Phoneme	L02S133W00P02	L02S133W00	r	False
Phoneme	L02S133W00P03	L02S133W00	ɛː	False
Phoneme	L02S133W00P04	L02S133W00	p	False
Sentence	L02S134	L02	Sentence134	False
Word	L02S134W00	L02S134	skuld	False
Phoneme	L02S134W00P00	L02S134W00	s	False
Phoneme	L02S134W00P01	L02S134W00	k	False
Phoneme	L02S134W00P02	L02S134W00	ɵ	False
Phoneme	L02S134W00P03	L02S134W00	lː	False
Phoneme	L02S134W00P04	L02S134W00	d	False
Sentence	L02S135	L02	Sentence135	False
Word	L02S135W00	L02S135	skum	False
Phoneme	L02S135W00P00	L02S135W00	s	False
Phoneme	L02S135W00P01	L02S135W00	k	False
Phoneme	L02S135W00P02	L02S135W00	ɵ	False
Phoneme	L02S135W00P03	L02S135W00	mː	False
Sentence	L02S136	L02	Sentence136	False
Word	L02S136W00	L02S136	skur	False
Phoneme	L02S136W00P00	L02S136W00	s	False
Phoneme	L02S136W00P01	L02S136W00	k	False
Phoneme	L02S136W00P02	L02S136W00	ʉː	False
Phoneme	L02S136W00P03	L02S136W00	r	False
Sentence	L02S137	L02	Sentence137	False
Word	L02S137W00	L02S137	skurk	False
Phoneme	L02S137W00P00	L02S137W00	s	False
Phoneme	L02S137W00P01	L02S137W00	k	False
Phoneme	L02S137W00P02	L02S137W00	ɵ	False
Phoneme	L02S137W00P03	L02S137W00	rː	False
Phoneme	L02S137W00P04	L02S137W00	k	False
Sentence	L02S138	L02	Sentence138	False
Word	L02S138W00	L02S138	skvatt	False
Phoneme	L02S138W00P00	L02S138W00	s	False
Phoneme	L02S138W00P01	L02S138W00	k	False
Phoneme	L02S138W00P02	L02S138W00	v	False
Phoneme	L02S138W00P03	L02S138W00	a	False
Phoneme	L02S138W00P04	L02S138W00	tː	False
Sentence	L02S139	L02	Sentence139	False
Word	L02S139W00	L02S139	skvätt	False
Phoneme	L02S139W00P00	L02S139W00	s	False
Phoneme	L02S139W00P01	L02S139W00	k	False
Phoneme	L02S139W00P02	L02S139W00	v	False
Phoneme	L02S139W00P03	L02S139W00	ɛ̝	False
Phoneme	L02S139W00P04	L02S139W00	tː	False
Sentence	L02S140	L02	Sentence140	False
Word	L02S140W00	L02S140	skydd	False
Phoneme	L02S140W00P00	L02S140W00	ɧ	False
Phoneme	L02S140W00P01	L02S140W00	ʏ	False
Phoneme	L02S140W00P02	L02S140W00	dː	False
Sentence	L02S141	L02	Sentence141	False
Word	L02S141W00	L02S141	skygg	False
Phoneme	L02S141W00P00	L02S141W00	ɧ	False
Phoneme	L02S141W00P01	L02S141W00	ʏ	False
Phoneme	L02S141W00P02	L02S141W00	ɡː	False
Sentence	L02S142	L02	Sentence142	False
Word	L02S142W00	L02S142	skymt	False
Phoneme	L02S142W00P00	L02S142W00	ɧ	False
Phoneme	L02S142W00P01	L02S142W00	ʏ	False
Phoneme	L02S142W00P02	L02S142W00	mː	False
Phoneme	L02S142W00P03	L02S142W00	t	False
Sentence	L02S143	L02	Sentence143	False
Word	L02S143W00	L02S143	skål	False
Phoneme	L02S143W00P00	L02S143W00	s	False
Phoneme	L02S143W00P01	L02S143W00	k	False
Phoneme	L02S143W00P02	L02S143W00	oː	False
Phoneme	L02S143W00P03	L02S143W00	l	False
Sentence	L02S144	L02	Sentence144	False
Word	L02S144W00	L02S144	skåp	False
Phoneme	L02S144W00P00	L02S144W00	s	False
Phoneme	L02S144W00P01	L02S144W00	k	False
Phoneme	L02S144W00P02	L02S144W00	oː	False
Phoneme	L02S144W00P03	L02S144W00	p	False
Sentence	L02S145	L02	Sentence145	False
Word	L02S145W00	L02S145	skägg	False
Phoneme	L02S145W00P00	L02S145W00	ɧ	False
Phoneme	L02S145W00P01	L02S145W00	ɛ̝	False
Phoneme	L02S145W00P02	L02S145W00	ɡː	False
Sentence	L02S146	L02	Sentence146	False
Word	L02S146W00	L02S146	skämt	False
Phoneme	L02S146W00P00	L02S146W00	ɧ	False
Phoneme	L02S146W00P01	L02S146W00	ɛ̝	False
Phoneme	L02S146W00P02	L02S146W00	mː	False
Phoneme	L02S146W00P03	L02S146W00	t	False
Sentence	L02S147	L02	Sentence147	False
Word	L02S147W00	L02S147	skärm	False
Phoneme	L02S147W00P00	L02S147W00	ɧ	False
Phoneme	L02S147W00P01	L02S147W00	ɛ̝	False
Phoneme	L02S147W00P02	L02S147W00	rː	False
Phoneme	L02S147W00P03	L02S147W00	m	False
Sentence	L02S148	L02	Sentence148	False
Word	L02S148W00	L02S148	skärpt	False
Phoneme	L02S148W00P00	L02S148W00	ɧ	False
Phoneme	L02S148W00P01	L02S148W00	ɛ̝	False
Phoneme	L02S148W00P02	L02S148W00	rː	False
Phoneme	L02S148W00P03	L02S148W00	p	False
Phoneme	L02S148W00P04	L02S148W00	t	False
Sentence	L02S149	L02	Sentence149	False
Word	L02S149W00	L02S149	skör	False
Phoneme	L02S149W00P00	L02S149W00	ɧ	False
Phoneme	L02S149W00P01	L02S149W00	øː	False
Phoneme	L02S149W00P02	L02S149W00	r	False
Sentence	L02S150	L02	Sentence150	False
Word	L02S150W00	L02S150	skörd	False
Phoneme	L02S150W00P00	L02S150W00	ɧ	False
Phoneme	L02S150W00P01	L02S150W00	øː	False
Phoneme	L02S150W00P02	L02S150W00	ɖ	False
Sentence	L02S151	L02	Sentence151	False
Word	L02S151W00	L02S151	sladd	False
Phoneme	L02S151W00P00	L02S151W00	s	False
Phoneme	L02S151W00P01	L02S151W00	l	False
Phoneme	L02S151W00P02	L02S151W00	a	False
Phoneme	L02S151W00P03	L02S151W00	dː	False
Sentence	L02S152	L02	Sentence152	False
Word	L02S152W00	L02S152	slag	False
Phoneme	L02S152W00P00	L02S152W00	s	False
Phoneme	L02S152W00P01	L02S152W00	l	False
Phoneme	L02S152W00P02	L02S152W00	ɑː	False
Phoneme	L02S152W00P03	L02S152W00	ɡ	False
Sentence	L02S153	L02	Sentence153	False
Word	L02S153W00	L02S153	slak	False
Phoneme	L02S153W00P00	L02S153W00	s	False
Phoneme	L02S153W00P01	L02S153W00	l	False
Phoneme	L02S153W00P02	L02S153W00	ɑː	False
Phoneme	L02S153W00P03	L02S153W00	k	False
Sentence	L02S154	L02	Sentence154	False
Word	L02S154W00	L02S154	slang	False
Phoneme	L02S154W00P00	L02S154W00	s	False
Phoneme	L02S154W00P01	L02S154W00	l	False
Phoneme	L02S154W00P02	L02S154W00	a	False
Phoneme	L02S154W00P03	L02S154W00	ŋː	False
Sentence	L02S155	L02	Sentence155	False
Word	L02S155W00	L02S155	slank	False
Phoneme	L02S155W00P00	L02S155W00	s	False
Phoneme	L02S155W00P01	L02S155W00	l	False
Phoneme	L02S155W00P02	L02S155W00	a	False
Phoneme	L02S155W00P03	L02S155W00	ŋː	False
Phoneme	L02S155W00P04	L02S155W00	k	False
Sentence	L02S156	L02	Sentence156	False
Word	L02S156W00	L02S156	slant	False
Phoneme	L02S156W00P00	L02S156W00	s	False
Phoneme	L02S156W00P01	L02S156W00	l	False
Phoneme	L02S156W00P02	L02S156W00	a	False
Phoneme	L02S156W00P03	L02S156W00	nː	False
Phoneme	L02S156W00P04	L02S156W00	t	False
Sentence	L02S157	L02	Sentence157	False
Word	L02S157W00	L02S157	slapp	False
Phoneme	L02S157W00P00	L02S157W00	s	False
Phoneme	L02S157W00P01	L02S157W00	l	False
Phoneme	L02S157W00P02	L02S157W00	a	False
Phoneme	L02S157W00P03	L02S157W00	pː	False
Sentence	L02S158	L02	Sentence158	False
Word	L02S158W00	L02S158	slarv	False
Phoneme	L02S158W00P00	L02S158W00	s	False
Phoneme	L02S158W00P01	L02S158W00	l	False
Phoneme	L02S158W00P02	L02S158W00	a	False
Phoneme	L02S158W00P03	L02S158W00	rː	False
Phoneme	L02S158W00P04	L02S158W00	v	False
Sentence	L02S159	L02	Sentence159	False
Word	L02S159W00	L02S159	slask	False
Phoneme	L02S159W00P00	L02S159W00	s	False
Phoneme	L02S159W00P01	L02S159W00	l	False
Phoneme	L02S159W00P02	L02S159W00	a	False
Phoneme	L02S159W00P03	L02S159W00	sː	False
Phoneme	L02S159W00P04	L02S159W00	k	False
Sentence	L02S160	L02	Sentence160	False
Word	L02S160W00	L02S160	slatt	False
Phoneme	L02S160W00P00	L02S160W00	s	False
Phoneme	L02S160W00P01	L02S160W00	l	False
Phoneme	L02S160W00P02	L02S160W00	a	False
Phoneme	L02S160W00P03	L02S160W00	tː	False
Sentence	L02S161	L02	Sentence161	False
Word	L02S161W00	L02S161	slem	False
Phoneme	L02S161W00P00	L02S161W00	s	False
Phoneme	L02S161W00P01	L02S161W00	l	False
Phoneme	L02S161W00P02	L02S161W00	ɛ̝	False
Phoneme	L02S161W00P03	L02S161W00	mː	False
Sentence	L02S162	L02	Sentence162	False
Word	L02S162W00	L02S162	slev	False
Phoneme	L02S162W00P00	L02S162W00	s	False
Phoneme	L02S162W00P01	L02S162W00	l	False
Phoneme	L02S162W00P02	L02S162W00	eː	False
Phoneme	L02S162W00P03	L02S162W00	v	False
Sentence	L02S163	L02	Sentence163	False
Word	L02S163W00	L02S163	slit	False
Phoneme	L02S163W00P00	L02S163W00	s	False
Phoneme	L02S163W00P01	L02S163W00	l	False
Phoneme	L02S163W00P02	L02S163W00	iː	False
Phoneme	L02S163W00P03	L02S163W00	t	False
Sentence	L02S164	L02	Sentence164	False
Word	L02S164W00	L02S164	slum	False
Phoneme	L02S164W00P00	L02S164W00	s	False
Phoneme	L02S164W00P01	L02S164W00	l	False
Phoneme	L02S164W00P02	L02S164W00	ɵ	False
Phoneme	L02S164W00P03	L02S164W00	mː	False
Sentence	L02S165	L02	Sentence165	False
Word	L02S165W00	L02S165	slump	False
Phoneme	L02S165W00P00	L02S165W00	s	False
Phoneme	L02S165W00P01	L02S165W00	l	False
Phoneme	L02S165W00P02	L02S165W00	ɵ	False
Phoneme	L02S165W00P03	L02S165W00	mː	False
Phoneme	L02S165W00P04	L02S165W00	p	False
Sentence	L02S166	L02	Sentence166	False
Word	L02S166W00	L02S166	slåss	False
Phoneme	L02S166W00P00	L02S166W00	s	False
Phoneme	L02S166W00P01	L02S166W00	l	False
Phoneme	L02S166W00P02	L02S166W00	ɔ	False
Phoneme	L02S166W00P03	L02S166W00	sː	False
Sentence	L02S167	L02	Sentence167	False
Word	L02S167W00	L02S167	slängd	False
Phoneme	L02S167W00P00	L02S167W00	s	False
Phoneme	L02S167W00P01	L02S167W00	l	False
Phoneme	L02S167W00P02	L02S167W00	ɛ̝	False
Phoneme	L02S167W00P03	L02S167W00	ŋː	False
Phoneme	L02S167W00P04	L02S167W00	d	False
Sentence	L02S168	L02	Sentence168	False
Word	L02S168W00	L02S168	slänt	False
Phoneme	L02S168W00P00	L02S168W00	s	False
Phoneme	L02S168W00P01	L02S168W00	l	False
Phoneme	L02S168W00P02	L02S168W00	ɛ̝	False
Phoneme	L02S168W00P03	L02S168W00	nː	False
Phoneme	L02S168W00P04	L02S168W00	t	False
Sentence	L02S169	L02	Sentence169	False
Word	L02S169W00	L02S169	släp	False
Phoneme	L02S169W00P00	L02S169W00	s	False
Phoneme	L02S169W00P01	L02S169W00	l	False
Phoneme	L02S169W00P02	L02S169W00	ɛː	False
Phoneme	L02S169W00P03	L02S169W00	p	False
Sentence	L02S170	L02	Sentence170	False
Word	L02S170W00	L02S170	slät	False
Phoneme	L02S170W00P00	L02S170W00	s	False
Phoneme	L02S170W00P01	L02S170W00	l	False
Phoneme	L02S170W00P02	L02S170W00	ɛː	False
Phoneme	L02S170W00P03	L02S170W00	t	False
Sentence	L02S171	L02	Sentence171	False
Word	L02S171W00	L02S171	slätt	False
Phoneme	L02S171W00P00	L02S171W00	s	False
Phoneme	L02S171W00P01	L02S171W00	l	False
Phoneme	L02S171W00P02	L02S171W00	ɛ̝	False
Phoneme	L02S171W00P03	L02S171W00	tː	False
Sentence	L02S172	L02	Sentence172	False
Word	L02S172W00	L02S172	slö	False
Phoneme	L02S172W00P00	L02S172W00	s	False
Phoneme	L02S172W00P01	L02S172W00	l	False
Phoneme	L02S172W00P02	L02S172W00	øː	False
Sentence	L02S173	L02	Sentence173	False
Word	L02S173W00	L02S173	smak	False
Phoneme	L02S173W00P00	L02S173W00	s	False
Phoneme	L02S173W00P01	L02S173W00	m	False
Phoneme	L02S173W00P02	L02S173W00	ɑː	False
Phoneme	L02S173W00P03	L02S173W00	k	False
Sentence	L02S174	L02	Sentence174	False
Word	L02S174W00	L02S174	smal	False
Phoneme	L02S174W00P00	L02S174W00	s	False
Phoneme	L02S174W00P01	L02S174W00	m	False
Phoneme	L02S174W00P02	L02S174W00	ɑː	False
Phoneme	L02S174W00P03	L02S174W00	l	False
Sentence	L02S175	L02	Sentence175	False
Word	L02S175W00	L02S175	smet	False
Phoneme	L02S175W00P00	L02S175W00	s	False
Phoneme	L02S175W00P01	L02S175W00	m	False
Phoneme	L02S175W00P02	L02S175W00	eː	False
Phoneme	L02S175W00P03	L02S175W00	t	False
Sentence	L02S176	L02	Sentence176	False
Word	L02S176W00	L02S176	smink	False
Phoneme	L02S176W00P00	L02S176W00	s	False
Phoneme	L02S176W00P01	L02S176W00	m	False
Phoneme	L02S176W00P02	L02S176W00	ɪ	False
Phoneme	L02S176W00P03	L02S176W00	ŋː	False
Phoneme	L02S176W00P04	L02S176W00	k	False
Sentence	L02S177	L02	Sentence177	False
Word	L02S177W00	L02S177	smord	False
Phoneme	L02S177W00P00	L02S177W00	s	False
Phoneme	L02S177W00P01	L02S177W00	m	False
Phoneme	L02S177W00P02	L02S177W00	uː	False
Phoneme	L02S177W00P03	L02S177W00	ɖ	False
Sentence	L02S178	L02	Sentence178	False
Word	L02S178W00	L02S178	smutt	False
Phoneme	L02S178W00P00	L02S178W00	s	False
Phoneme	L02S178W00P01	L02S178W00	m	False
Phoneme	L02S178W00P02	L02S178W00	ɵ	False
Phoneme	L02S178W00P03	L02S178W00	tː	False
Sentence	L02S179	L02	Sentence179	False
Word	L02S179W00	L02S179	smyg	False
Phoneme	L02S179W00P00	L02S179W00	s	False
Phoneme	L02S179W00P01	L02S179W00	m	False
Phoneme	L02S179W00P02	L02S179W00	yː	False
Phoneme	L02S179W00P03	L02S179W00	ɡ	False
Sentence	L02S180	L02	Sentence180	False
Word	L02S180W00	L02S180	smått	False
Phoneme	L02S180W00P00	L02S180W00	s	False
Phoneme	L02S180W00P01	L02S180W00	m	False
Phoneme	L02S180W00P02	L02S180W00	ɔ	False
Phoneme	L02S180W00P03	L02S180W00	tː	False
Sentence	L02S181	L02	Sentence181	False
Word	L02S181W00	L02S181	smäck	False
Phoneme	L02S181W00P00	L02S181W00	s	False
Phoneme	L02S181W00P01	L02S181W00	m	False
Phoneme	L02S181W00P02	L02S181W00	ɛ̝	False
Phoneme	L02S181W00P03	L02S181W00	kː	False
Sentence	L02S182	L02	Sentence182	False
Word	L02S182W00	L02S182	smäll	False
Phoneme	L02S182W00P00	L02S182W00	s	False
Phoneme	L02S182W00P01	L02S182W00	m	False
Phoneme	L02S182W00P02	L02S182W00	ɛ̝	False
Phoneme	L02S182W00P03	L02S182W00	lː	False
Sentence	L02S183	L02	Sentence183	False
Word	L02S183W00	L02S183	smör	False
Phoneme	L02S183W00P00	L02S183W00	s	False
Phoneme	L02S183W00P01	L02S183W00	m	False
Phoneme	L02S183W00P02	L02S183W00	øː	False
Phoneme	L02S183W00P03	L02S183W00	r	False
Sentence	L02S184	L02	Sentence184	False
Word	L02S184W00	L02S184	snabb	False
Phoneme	L02S184W00P00	L02S184W00	s	False
Phoneme	L02S184W00P01	L02S184W00	n	False
Phoneme	L02S184W00P02	L02S184W00	a	False
Phoneme	L02S184W00P03	L02S184W00	bː	False
Sentence	L02S185	L02	Sentence185	False
Word	L02S185W00	L02S185	snack	False
Phoneme	L02S185W00P00	L02S185W00	s	False
Phoneme	L02S185W00P01	L02S185W00	n	False
Phoneme	L02S185W00P02	L02S185W00	a	False
Phoneme	L02S185W00P03	L02S185W00	kː	False
Sentence	L02S186	L02	Sentence186	False
Word	L02S186W00	L02S186	sned	False
Phoneme	L02S186W00P00	L02S186W00	s	False
Phoneme	L02S186W00P01	L02S186W00	n	False
Phoneme	L02S186W00P02	L02S186W00	eː	False
Phoneme	L02S186W00P03	L02S186W00	d	False
Sentence	L02S187	L02	Sentence187	False
Word	L02S187W00	L02S187	snitt	False
Phoneme	L02S187W00P00	L02S187W00	s	False
Phoneme	L02S187W00P01	L02S187W00	n	False
Phoneme	L02S187W00P02	L02S187W00	ɪ	False
Phoneme	L02S187W00P03	L02S187W00	tː	False
Sentence	L02S188	L02	Sentence188	False
Word	L02S188W00	L02S188	snodd	False
Phoneme	L02S188W00P00	L02S188W00	s	False
Phoneme	L02S188W00P01	L02S188W00	n	False
Phoneme	L02S188W00P02	L02S188W00	ʊ	False
Phoneme	L02S188W00P03	L02S188W00	dː	False
Sentence	L02S189	L02	Sentence189	False
Word	L02S189W00	L02S189	snok	False
Phoneme	L02S189W00P00	L02S189W00	s	False
Phoneme	L02S189W00P01	L02S189W00	n	False
Phoneme	L02S189W00P02	L02S189W00	uː	False
Phoneme	L02S189W00P03	L02S189W00	k	False
Sentence	L02S190	L02	Sentence190	False
Word	L02S190W00	L02S190	snudd	False
Phoneme	L02S190W00P00	L02S190W00	s	False
Phoneme	L02S190W00P01	L02S190W00	n	False
Phoneme	L02S190W00P02	L02S190W00	ɵ	False
Phoneme	L02S190W00P03	L02S190W00	dː	False
Sentence	L02S191	L02	Sentence191	False
Word	L02S191W00	L02S191	snurr	False
Phoneme	L02S191W00P00	L02S191W00	s	False
Phoneme	L02S191W00P01	L02S191W00	n	False
Phoneme	L02S191W00P02	L02S191W00	ɵ	False
Phoneme	L02S191W00P03	L02S191W00	rː	False
Sentence	L02S192	L02	Sentence192	False
Word	L02S192W00	L02S192	snus	False
Phoneme	L02S192W00P00	L02S192W00	s	False
Phoneme	L02S192W00P01	L02S192W00	n	False
Phoneme	L02S192W00P02	L02S192W00	ʉː	False
Phoneme	L02S192W00P03	L02S192W00	s	False
Sentence	L02S193	L02	Sentence193	False
Word	L02S193W00	L02S193	snutt	False
Phoneme	L02S193W00P00	L02S193W00	s	False
Phoneme	L02S193W00P01	L02S193W00	n	False
Phoneme	L02S193W00P02	L02S193W00	ɵ	False
Phoneme	L02S193W00P03	L02S193W00	tː	False
Sentence	L02S194	L02	Sentence194	False
Word	L02S194W00	L02S194	snål	False
Phoneme	L02S194W00P00	L02S194W00	s	False
Phoneme	L02S194W00P01	L02S194W00	n	False
Phoneme	L02S194W00P02	L02S194W00	oː	False
Phoneme	L02S194W00P03	L02S194W00	l	False
Sentence	L02S195	L02	Sentence195	False
Word	L02S195W00	L02S195	snår	False
Phoneme	L02S195W00P00	L02S195W00	s	False
Phoneme	L02S195W00P01	L02S195W00	n	False
Phoneme	L02S195W00P02	L02S195W00	oː	False
Phoneme	L02S195W00P03	L02S195W00	r	False
Sentence	L02S196	L02	Sentence196	False
Word	L02S196W00	L02S196	snäpp	False
Phoneme	L02S196W00P00	L02S196W00	s	False
Phoneme	L02S196W00P01	L02S196W00	n	False
Phoneme	L02S196W00P02	L02S196W00	ɛ̝	False
Phoneme	L02S196W00P03	L02S196W00	pː	False
Sentence	L02S197	L02	Sentence197	False
Word	L02S197W00	L02S197	snärt	False
Phoneme	L02S197W00P00	L02S197W00	s	False
Phoneme	L02S197W00P01	L02S197W00	n	False
Phoneme	L02S197W00P02	L02S197W00	ɛ̝	False
Phoneme	L02S197W00P03	L02S197W00	ʈː	False
Sentence	L02S198	L02	Sentence198	False
Word	L02S198W00	L02S198	snäv	False
Phoneme	L02S198W00P00	L02S198W00	s	False
Phoneme	L02S198W00P01	L02S198W00	n	False
Phoneme	L02S198W00P02	L02S198W00	ɛː	False
Phoneme	L02S198W00P03	L02S198W00	v	False

List	L03	SwedishPB23	Inspelningslista 4	False
Sentence	L03S00	L03	Sentence00	False
Word	L03S00W00	L03S00	sond	False
Phoneme	L03S00W00P00	L03S00W00	s	False
Phoneme	L03S00W00P01	L03S00W00	ɔ	False
Phoneme	L03S00W00P02	L03S00W00	nː	False
Phoneme	L03S00W00P03	L03S00W00	d	False
Sentence	L03S01	L03	Sentence01	False
Word	L03S01W00	L03S01	sopp	False
Phoneme	L03S01W00P00	L03S01W00	s	False
Phoneme	L03S01W00P01	L03S01W00	ɔ	False
Phoneme	L03S01W00P02	L03S01W00	pː	False
Sentence	L03S02	L03	Sentence02	False
Word	L03S02W00	L03S02	sorg	False
Phoneme	L03S02W00P00	L03S02W00	s	False
Phoneme	L03S02W00P01	L03S02W00	ɔ	False
Phoneme	L03S02W00P02	L03S02W00	rː	False
Phoneme	L03S02W00P03	L03S02W00	ʝ	False
Sentence	L03S03	L03	Sentence03	False
Word	L03S03W00	L03S03	sorl	False
Phoneme	L03S03W00P00	L03S03W00	s	False
